Li2O,ZnO,TiO2,ZrO2,CaO,Nb2O5,Nb2O3,Al2O3,B2O3,Sb2O3,BaO,La2O3,SrO,SiO2,Na2O,PbO,Y2O3,K2O,ABBENUM
0.0,0.0,12.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.28,14.91,0.0,0.0,0.0,43.7999992
0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.81,17.38,0.0,0.0,0.0,43.7000008
0.0,0.0,12.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.36,19.85,0.0,0.0,0.0,43.7000008
0.0,0.0,12.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.9,22.32,0.0,0.0,0.0,43.5999985
0.0,0.0,12.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.45,24.78,0.0,0.0,0.0,43.5
0.0,0.0,12.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,27.23,0.0,0.0,0.0,43.4000015
0.0,0.0,12.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.56,29.69,0.0,0.0,0.0,43.2000008
0.0,0.0,12.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.12,32.14,0.0,0.0,0.0,43.0999985
0.0,0.0,12.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.68,34.58,0.0,0.0,0.0,42.5999985
0.0,0.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.76,12.34,0.0,0.0,0.0,40.4000015
0.0,0.0,18.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.25,9.8,0.0,0.0,0.0,36.4000015
0.0,0.0,18.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.83,12.24,0.0,0.0,0.0,37.2999992
0.0,0.0,18.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.4,14.68,0.0,0.0,0.0,37.7999992
0.0,0.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.98,17.11,0.0,0.0,0.0,37.9000015
0.0,0.0,18.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.57,19.54,0.0,0.0,0.0,38.2000008
0.0,0.0,18.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.16,21.97,0.0,0.0,0.0,38.4000015
0.0,0.0,18.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.75,24.39,0.0,0.0,0.0,38.5
0.0,0.0,18.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.34,26.81,0.0,0.0,0.0,38.5999985
0.0,0.0,18.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.94,29.23,0.0,0.0,0.0,38.5999985
0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.15,34.05,0.0,0.0,0.0,38.2000008
0.0,0.0,18.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.37,38.85,0.0,0.0,0.0,37.0999985
0.0,0.0,20.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.85,16.23,0.0,0.0,0.0,36.0999985
0.0,0.0,21.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.43,22.31,0.0,0.0,0.0,36.4000015
0.0,0.0,24.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.48,9.65,0.0,0.0,0.0,31.399999600000005
0.0,0.0,24.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.09,12.05,0.0,0.0,0.0,32.200000800000005
0.0,0.0,24.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.71,14.45,0.0,0.0,0.0,32.700000800000005
0.0,0.0,24.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33,16.85,0.0,0.0,0.0,33.0999985
0.0,0.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.96,19.24,0.0,0.0,0.0,33.5
0.0,0.0,24.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.59,21.63,0.0,0.0,0.0,33.7999992
0.0,0.0,24.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.22,24.02,0.0,0.0,0.0,34.0999985
0.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,28.78,0.0,0.0,0.0,34.5
0.0,0.0,24.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.14,31.15,0.0,0.0,0.0,34.7000008
0.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79,33.52,0.0,0.0,0.0,34.2000008
0.0,0.0,24.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.09,38.26,0.0,0.0,0.0,33.299999199999995
0.0,0.0,30.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.19,14.23,0.0,0.0,0.0,29.0
0.0,0.0,30.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.86,16.59,0.0,0.0,0.0,29.2999992
0.0,0.0,30.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.52,18.95,0.0,0.0,0.0,29.7000008
0.0,0.0,30.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.19,21.3,0.0,0.0,0.0,30.100000399999995
0.0,0.0,30.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.86,23.65,0.0,0.0,0.0,30.600000399999995
0.0,0.0,30.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.54,26.0,0.0,0.0,0.0,30.7999992
0.0,0.0,30.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.22,28.34,0.0,0.0,0.0,30.899999600000005
0.0,0.0,30.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.58,33.02,0.0,0.0,0.0,30.7999992
0.0,0.0,36.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.84,14.02,0.0,0.0,0.0,26.0
0.0,0.0,36.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.54,16.35,0.0,0.0,0.0,26.399999600000005
0.0,0.0,36.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.24,18.67,0.0,0.0,0.0,26.7000008
0.0,0.0,36.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.95,20.99,0.0,0.0,0.0,27.100000399999995
0.0,0.0,36.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.66,23.3,0.0,0.0,0.0,27.600000399999995
0.0,0.0,36.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.37,25.61,0.0,0.0,0.0,27.899999600000005
0.0,0.0,35.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.09,27.92,0.0,0.0,0.0,28.100000399999995
0.0,0.0,35.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.81,30.23,0.0,0.0,0.0,28.2999992
0.0,0.0,35.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.54,32.53,0.0,0.0,0.0,28.2000008
0.0,0.0,39.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.75,30.69,0.0,0.0,0.0,26.7000008
0.0,0.0,41.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.87,20.68,0.0,0.0,0.0,24.7000008
0.0,0.0,41.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.61,22.96,0.0,0.0,0.0,25.1000004
0.0,0.0,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.36,25.24,0.0,0.0,0.0,25.5
0.0,0.0,41.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.12,27.51,0.0,0.0,0.0,25.7000008
0.0,0.0,41.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.87,29.79,0.0,0.0,0.0,26.0
0.0,0.0,41.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.63,32.05,0.0,0.0,0.0,26.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.36,0.0,30.91,0.0,0.0,5.73,0.0,0.0,0.0,0.0,62.70000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.73,0.0,36.68,0.0,0.0,5.58,0.0,0.0,0.0,0.0,63.20000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.82,0.0,37.14,0.0,0.0,11.04,0.0,0.0,0.0,0.0,63.70000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.39,0.0,41.86,0.0,0.0,2.75,0.0,0.0,0.0,0.0,63.4000015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.59,0.0,42.04,0.0,0.0,5.38,0.0,0.0,0.0,0.0,63.0999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.68,0.0,42.22,0.0,0.0,8.1,0.0,0.0,0.0,0.0,63.20000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.07,0.0,42.13,0.0,0.0,10.8,0.0,0.0,0.0,0.0,63.20000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.84,0.0,42.45,0.0,0.0,13.7,0.0,0.0,0.0,0.0,63.79999920000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.84,0.0,42.45,0.0,0.0,13.7,0.0,0.0,0.0,0.0,63.70000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.79,0.0,42.64,0.0,0.0,16.57,0.0,0.0,0.0,0.0,63.5999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.01,0.0,42.56,0.0,0.0,19.43,0.0,0.0,0.0,0.0,63.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4,0.0,42.91,0.0,0.0,22.7,0.0,0.0,0.0,0.0,63.5999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,0.0,42.66,0.0,0.0,25.14,0.0,0.0,0.0,0.0,63.5999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.33,0.0,47.5,0.0,0.0,5.17,0.0,0.0,0.0,0.0,62.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.89,0.0,47.44,0.0,0.0,7.67,0.0,0.0,0.0,0.0,63.5999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.19,0.0,47.63,0.0,0.0,10.18,0.0,0.0,0.0,0.0,63.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.19,0.0,47.93,0.0,0.0,15.88,0.0,0.0,0.0,0.0,63.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.75,0.0,48.42,0.0,0.0,20.83,0.0,0.0,0.0,0.0,62.29999920000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.65,0.0,47.95,0.0,0.0,21.39,0.0,0.0,0.0,0.0,62.70000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.06,0.0,48.13,0.0,0.0,23.81,0.0,0.0,0.0,0.0,62.29999920000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.48,0.0,48.41,0.0,0.0,24.11,0.0,0.0,0.0,0.0,62.20000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.91,0.0,48.35,0.0,0.0,26.74,0.0,0.0,0.0,0.0,62.29999920000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.56,0.0,48.7,0.0,0.0,29.74,0.0,0.0,0.0,0.0,61.5999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.77,0.0,48.77,0.0,0.0,32.46,0.0,0.0,0.0,0.0,61.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.62,0.0,49.67,0.0,0.0,37.71,0.0,0.0,0.0,0.0,60.29999920000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.95,0.0,49.25,0.0,0.0,40.8,0.0,0.0,0.0,0.0,59.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.69,0.0,51.23,0.0,0.0,33.08,0.0,0.0,0.0,0.0,60.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.27,0.0,51.74,0.0,0.0,1.99,0.0,0.0,0.0,0.0,62.20000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.62,0.0,51.76,0.0,0.0,3.62,0.0,0.0,0.0,0.0,61.79999920000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.14,0.0,51.66,0.0,0.0,5.2,0.0,0.0,0.0,0.0,62.4000015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.73,0.0,51.69,0.0,0.0,5.58,0.0,0.0,0.0,0.0,62.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.15,0.0,51.96,0.0,0.0,8.89,0.0,0.0,0.0,0.0,62.0999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.69,0.0,52.28,0.0,0.0,10.02,0.0,0.0,0.0,0.0,62.0999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.01,0.0,51.91,0.0,0.0,11.09,0.0,0.0,0.0,0.0,61.9000015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.55,0.0,52.26,0.0,0.0,11.19,0.0,0.0,0.0,0.0,62.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.27,0.0,52.28,0.0,0.0,11.45,0.0,0.0,0.0,0.0,61.79999920000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.98,0.0,52.7,0.0,0.0,12.32,0.0,0.0,0.0,0.0,61.5999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.61,0.0,52.48,0.0,0.0,13.9,0.0,0.0,0.0,0.0,62.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.07,0.0,52.6,0.0,0.0,15.33,0.0,0.0,0.0,0.0,62.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.52,0.0,52.93,0.0,0.0,16.54,0.0,0.0,0.0,0.0,61.5999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.36,0.0,53.14,0.0,0.0,20.5,0.0,0.0,0.0,0.0,61.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.16,0.0,53.12,0.0,0.0,21.72,0.0,0.0,0.0,0.0,60.9000015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.99,0.0,52.99,0.0,0.0,23.02,0.0,0.0,0.0,0.0,60.79999920000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.52,0.0,53.21,0.0,0.0,24.27,0.0,0.0,0.0,0.0,60.4000015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.01,0.0,53.21,0.0,0.0,25.77,0.0,0.0,0.0,0.0,60.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.11,0.0,53.8,0.0,0.0,27.1,0.0,0.0,0.0,0.0,60.0999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,53.3,0.0,0.0,28.3,0.0,0.0,0.0,0.0,59.9000015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.07,0.0,53.4,0.0,0.0,29.53,0.0,0.0,0.0,0.0,59.9000015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.46,0.0,53.41,0.0,0.0,31.13,0.0,0.0,0.0,0.0,59.29999920000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21,0.0,54.1,0.0,0.0,33.7,0.0,0.0,0.0,0.0,59.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86,0.0,54.31,0.0,0.0,37.82,0.0,0.0,0.0,0.0,57.9000015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98,0.0,54.53,0.0,0.0,40.49,0.0,0.0,0.0,0.0,57.0999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.87,0.0,55.15,0.0,0.0,20.98,0.0,0.0,0.0,0.0,60.0999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0,55.08,0.0,0.0,18.82,0.0,0.0,0.0,0.0,60.5999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.41,0.0,56.19,0.0,0.0,2.41,0.0,0.0,0.0,0.0,61.0999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,56.29,0.0,0.0,4.71,0.0,0.0,0.0,0.0,61.0999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.17,0.0,56.61,0.0,0.0,7.21,0.0,0.0,0.0,0.0,60.79999920000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.36,0.0,56.84,0.0,0.0,9.8,0.0,0.0,0.0,0.0,60.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.85,0.0,56.85,0.0,0.0,12.3,0.0,0.0,0.0,0.0,60.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.82,0.0,56.95,0.0,0.0,12.23,0.0,0.0,0.0,0.0,60.4000015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.26,0.0,57.06,0.0,0.0,14.68,0.0,0.0,0.0,0.0,60.20000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,57.28,0.0,0.0,14.72,0.0,0.0,0.0,0.0,60.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.37,0.0,57.29,0.0,0.0,17.33,0.0,0.0,0.0,0.0,60.0999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.88,0.0,57.5,0.0,0.0,19.62,0.0,0.0,0.0,0.0,59.70000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.18,0.0,57.62,0.0,0.0,22.2,0.0,0.0,0.0,0.0,59.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.61,0.0,57.62,0.0,0.0,24.77,0.0,0.0,0.0,0.0,58.70000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.22,0.0,57.85,0.0,0.0,29.93,0.0,0.0,0.0,0.0,57.70000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26,0.0,58.43,0.0,0.0,35.3,0.0,0.0,0.0,0.0,56.70000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.87,0.0,57.1,0.0,0.0,9.04,0.0,0.0,0.0,0.0,60.70000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,0.0,57.21,0.0,0.0,9.09,0.0,0.0,0.0,0.0,60.29999920000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,58.55,0.0,0.0,21.65,0.0,0.0,0.0,0.0,58.79999920000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.29,0.0,58.76,0.0,0.0,23.95,0.0,0.0,0.0,0.0,58.29999920000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.15,0.0,58.52,0.0,0.0,15.33,0.0,0.0,0.0,0.0,59.20000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.9,0.0,58.19,0.0,0.0,5.91,0.0,0.0,0.0,0.0,60.0999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.44,0.0,59.57,0.0,0.0,2.99,0.0,0.0,0.0,0.0,60.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4,0.0,60.39,0.0,0.0,2.21,0.0,0.0,0.0,0.0,59.70000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.86,0.0,60.52,0.0,0.0,4.62,0.0,0.0,0.0,0.0,59.20000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.37,0.0,60.65,0.0,0.0,6.98,0.0,0.0,0.0,0.0,59.4000015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.88,0.0,60.68,0.0,0.0,9.44,0.0,0.0,0.0,0.0,59.20000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.29,0.0,61.0,0.0,0.0,11.72,0.0,0.0,0.0,0.0,58.70000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.66,0.0,61.13,0.0,0.0,14.21,0.0,0.0,0.0,0.0,58.5999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.92,0.0,61.37,0.0,0.0,16.71,0.0,0.0,0.0,0.0,58.0999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.16,0.0,61.61,0.0,0.0,19.23,0.0,0.0,0.0,0.0,57.70000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.11,0.0,61.51,0.0,0.0,20.38,0.0,0.0,0.0,0.0,57.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.58,0.0,61.83,0.0,0.0,21.59,0.0,0.0,0.0,0.0,56.79999920000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,61.96,0.0,0.0,24.04,0.0,0.0,0.0,0.0,56.79999920000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.61,0.0,61.98,0.0,0.0,26.41,0.0,0.0,0.0,0.0,56.29999920000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.19,0.0,64.93,0.0,0.0,8.88,0.0,0.0,0.0,0.0,56.9000015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.33,0.0,65.03,0.0,0.0,13.63,0.0,0.0,0.0,0.0,56.79999920000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43,0.0,64.85,0.0,0.0,13.72,0.0,0.0,0.0,0.0,56.4000015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.88,0.0,65.17,0.0,0.0,15.95,0.0,0.0,0.0,0.0,55.79999920000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.82,0.0,65.18,0.0,0.0,16.01,0.0,0.0,0.0,0.0,56.29999920000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.18,0.0,65.51,0.0,0.0,18.31,0.0,0.0,0.0,0.0,55.70000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.83,0.0,66.06,0.0,0.0,18.1,0.0,0.0,0.0,0.0,55.4000015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.78,0.0,65.46,0.0,0.0,20.76,0.0,0.0,0.0,0.0,55.20000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.92,0.0,67.87,0.0,0.0,12.21,0.0,0.0,0.0,0.0,55.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,0.0,67.88,0.0,0.0,14.82,0.0,0.0,0.0,0.0,54.70000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,68.09,0.0,0.0,16.9,0.0,0.0,0.0,0.0,54.70000079999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.89,0.0,70.18,0.0,0.0,12.93,0.0,0.0,0.0,0.0,53.4000015
0.0,0.0,17.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.0,0.0,32.65,0.0,0.0,0.0,0.0,34.5999985
0.0,0.0,16.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3,13.18,0.0,30.37,0.0,0.0,0.0,0.0,34.2999992
0.0,0.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.88,24.63,0.0,28.39,0.0,0.0,0.0,0.0,34.2999992
0.0,0.0,14.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.07,29.82,0.0,27.49,0.0,0.0,0.0,0.0,34.4000015
2.0,3.8,9.8,5.0,12.7,0.0,0.0,0.0,3.0,0.0,22.1,0.0,0.0,38.6,2.0,0.0,0.0,1.0,41.5999985
2.0,4.3,18.4,5.0,5.9,0.0,0.0,0.0,4.0,0.0,27.4,0.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0
2.0,0.0,4.5,5.0,6.9,0.0,0.0,0.0,3.0,0.0,33.4,0.0,6.0,39.2,0.0,0.0,0.0,0.0,47.9000015
2.0,4.0,10.0,5.0,9.0,0.0,0.0,0.0,3.0,0.0,28.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,41.2000008
3.0,9.0,12.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,0.0,9.0,38.1,0.0,0.0,0.0,0.0,37.5
2.0,5.0,10.4,5.0,4.0,0.0,0.0,0.0,4.0,0.0,31.0,6.2,0.0,32.4,0.0,0.0,0.0,0.0,39.2999992
0.0,0.0,3.7,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,29.2,0.5,63.6,0.0,0.0,25.6599998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,28.28,0.29,69.3,0.0,1.65,26.3199997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,13.2,0.0,81.5,0.0,0.0,20.4099998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.98,0.0,0.0,0.0,0.0,6.98,0.0,85.74,0.0,0.0,16.6200008
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,21.2,19.87,0.89,0.0,0.0,47.3,2.37,0.0,0.0,5.49,51.7999992
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.66,52.0,0.0,0.0,0.0,0.0,0.0,0.0,37.74,0.0,0.3,44.0800018
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,49.0,0.0,0.0,8.0,0.0,0.0,0.0,37.0,0.0,0.0,43.4500008
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,47.86,0.0,0.0,5.98,0.0,0.0,0.0,41.88,0.0,0.0,41.7700005
0.0,0.0,0.0,0.0,2.15,0.0,0.0,8.91,57.14,0.0,0.0,12.5,0.0,0.0,0.0,19.0,0.0,0.0,51.0299988
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.58,16.42,0.0,0.0,0.0,61.1320686
