Li2O,ZnO,TiO2,ZrO2,CaO,Nb2O5,Nb2O3,Al2O3,B2O3,Sb2O3,BaO,La2O3,SrO,SiO2,Na2O,PbO,Y2O3,K2O,ABBENUM
12.2,6.3,0.0,0.0,6.5,0.0,0.0,3.2,5.0,0.2,1.3,8.8,5.5,50.1,0.9,0.0,0.0,0.0,55.79999920000001
7.4,0.0,0.0,0.0,0.0,0.0,0.0,1.2,31.2,0.2,4.5,4.1,5.1,42.3,3.6,0.0,0.0,0.4,63.20000079999999
0.0,5.9,0.0,0.0,9.2,0.0,0.0,9.5,44.6,0.0,14.7,0.0,0.0,10.0,0.0,0.0,6.0,0.0,60.0
0.0,10.71,0.0,0.0,9.01,0.0,0.0,9.41,39.04,0.0,14.51,0.0,0.0,14.81,0.0,0.0,2.4,0.0,59.5
0.0,6.8,0.0,0.0,8.4,0.0,0.0,12.0,47.5,0.0,14.3,0.0,0.0,5.0,0.0,0.0,5.9,0.0,59.5
0.0,5.91,0.0,0.0,8.71,0.0,0.0,9.51,40.34,0.0,14.71,0.0,0.0,14.31,0.0,0.0,5.91,0.0,60.0
0.0,7.69,0.0,0.0,7.59,0.0,0.0,14.59,50.45,0.0,13.79,0.0,0.0,0.0,0.0,0.0,5.79,0.0,59.0
0.0,8.35,0.0,0.0,9.15,0.0,0.0,9.46,41.55,0.0,14.69,0.0,0.0,12.47,0.0,0.0,4.23,0.0,59.70000079999999
0.0,25.0,0.0,3.4,0.0,0.5,0.0,0.0,31.0,0.0,0.0,37.1,0.0,3.0,0.0,0.0,0.0,0.0,49.4099998
0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,37.5,0.0,4.5,0.0,0.0,0.0,0.0,49.0299988
0.0,22.7,0.0,2.1,0.0,0.2,0.0,0.0,34.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,5.0,0.0,50.00999829999999
0.0,29.0,0.0,2.5,0.0,0.0,0.0,0.0,28.0,0.0,0.0,37.0,0.0,3.5,0.0,0.0,0.0,0.0,49.1300011
0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,38.0,0.0,5.0,0.0,0.0,0.0,0.0,50.0
0.0,22.0,0.0,5.0,2.0,0.0,0.0,0.0,34.5,0.0,0.5,30.0,0.0,6.0,0.0,0.0,0.0,0.0,47.6699982
0.05,30.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,31.0,0.0,2.0,0.75,0.0,0.0,0.0,48.8699989
0.0,25.0,0.0,1.0,0.0,2.0,0.0,0.0,32.0,0.0,0.0,36.0,0.0,4.0,0.0,0.0,0.0,0.0,47.8600006
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,67.8199997
0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.23,0.0,0.0,0.0,60.42,5.25,24.31,0.0,7.75,46.7000008
0.0,7.25,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,63.03,8.0,0.0,0.0,12.01,46.5999985
0.0,7.25,11.01,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,61.03,8.0,0.0,0.0,12.01,45.0999985
0.0,6.0,9.01,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,64.29,8.0,0.0,0.0,12.01,46.7999992
0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,61.28,8.0,0.0,0.0,12.01,46.0999985
0.0,7.25,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,63.03,5.0,0.0,0.0,15.01,46.5
0.0,7.25,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,63.03,10.01,0.0,0.0,10.01,46.0999985
0.0,0.0,1.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,12.7,5.4,0.0,29.0,0.5,46.0,0.0,1.0,29.3400002
0.0,0.0,1.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,12.7,5.4,0.0,28.0,0.5,47.0,0.0,1.0,29.2600002
0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,0.0,12.67,5.21,0.0,29.23,0.47,47.25,0.0,0.91,29.6100006
0.0,0.0,1.21,0.0,0.0,5.14,0.0,0.0,0.0,0.0,13.03,6.31,0.0,29.18,0.63,43.39,0.0,1.11,30.0499992
0.0,0.0,2.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,12.7,5.4,0.0,28.0,0.5,47.0,0.0,0.0,28.649999600000005
0.0,0.0,3.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,12.7,4.9,0.0,28.0,0.0,47.0,0.0,0.0,27.8199997
1.75,0.0,4.2,6.85,0.0,9.25,0.0,0.0,15.86,0.0,6.85,0.0,0.0,46.02,3.37,0.0,0.0,5.17,42.2999992
1.66,0.0,5.0,7.45,0.0,8.25,0.0,0.0,13.5,0.0,8.0,0.0,0.0,48.53,1.81,0.0,0.0,5.27,43.0999985
1.66,0.0,4.99,7.44,0.0,8.24,0.0,0.0,16.48,0.0,7.99,0.0,0.0,45.49,1.81,0.0,0.0,5.26,42.9000015
1.72,0.0,4.15,6.75,0.0,10.75,0.0,0.0,15.55,0.0,8.3,0.0,0.0,45.25,2.92,0.0,0.0,3.92,41.9000015
1.66,0.0,4.5,6.48,0.0,8.74,0.0,0.0,19.46,0.0,8.82,0.0,0.0,40.59,3.81,0.0,0.0,5.28,41.9000015
1.72,0.0,4.7,6.74,0.0,9.09,0.0,0.0,15.58,0.0,8.29,0.0,0.0,45.85,1.88,0.0,0.0,5.48,41.7999992
1.71,0.0,4.65,7.7,0.0,9.0,0.0,0.0,15.39,0.0,8.25,0.0,0.0,45.33,1.86,0.0,0.0,5.43,42.4000015
1.67,0.0,5.5,7.5,0.0,7.3,0.0,0.0,15.05,0.0,8.0,0.0,0.0,47.25,0.81,0.0,0.0,6.4,42.9000015
1.65,0.0,5.45,4.8,0.0,10.85,0.0,0.0,14.89,0.0,9.95,0.0,0.0,46.78,1.8,0.0,0.0,3.26,42.0999985
1.66,0.0,4.99,7.47,0.0,8.24,0.0,0.0,14.98,0.0,7.99,0.0,0.0,47.03,1.81,0.0,0.0,5.27,42.9000015
0.0,4.99,0.0,3.99,9.97,0.0,0.0,0.0,37.89,0.0,2.99,29.91,0.0,9.97,0.0,0.0,0.0,0.0,55.0999985
5.0,17.0,0.0,3.0,5.0,0.0,0.0,2.0,3.0,0.0,13.0,2.0,0.0,40.0,5.0,0.0,0.0,4.0,52.4300003
2.99,18.94,0.0,4.99,3.49,0.0,0.0,0.5,4.99,0.0,7.98,2.99,0.0,42.87,2.99,0.0,0.0,6.48,52.0800018
2.29,17.95,0.0,6.98,0.5,0.0,0.0,0.1,3.99,0.0,6.98,3.99,0.0,44.87,6.98,0.0,0.0,4.99,51.7900009
0.0,22.0,0.0,7.0,1.0,0.0,0.0,0.1,0.1,0.0,12.0,0.0,0.0,47.0,3.3,0.0,0.0,7.0,50.1300011
0.5,21.0,0.0,1.0,4.0,0.0,0.0,0.5,6.0,0.0,6.0,1.5,0.0,41.0,7.0,0.0,0.0,11.0,54.2299995
1.0,21.0,0.0,3.0,6.5,0.0,0.0,0.4,0.2,0.0,14.5,2.0,0.0,38.0,4.0,0.0,0.0,9.0,49.7000008
3.0,23.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,9.9,5.0,0.0,50.0,2.0,0.0,0.0,2.0,53.0299988
9.72,4.31,0.0,1.6,4.31,0.0,0.0,1.6,7.41,0.0,7.41,0.0,19.94,42.38,0.0,0.0,1.3,0.0,56.0
5.51,7.01,0.0,0.0,5.51,0.0,0.0,10.02,8.02,0.0,2.51,0.0,4.31,53.11,1.0,0.0,2.0,1.0,60.0
8.82,7.62,0.0,0.0,10.02,0.0,0.0,2.3,5.41,0.0,6.41,0.0,4.31,47.09,0.0,0.0,8.02,0.0,56.0
6.81,4.81,0.0,1.5,13.13,0.0,0.0,2.4,1.4,0.0,2.61,0.0,3.51,45.69,0.0,0.0,3.21,14.93,55.0
5.51,7.01,0.0,0.0,5.51,0.0,0.0,3.01,8.02,0.0,3.51,0.0,2.0,60.12,1.0,0.0,3.31,1.0,63.0
6.81,4.81,0.0,9.02,13.13,0.0,0.0,2.4,5.91,0.0,2.61,0.0,3.51,45.19,3.41,0.0,3.21,0.0,53.0
3.09,14.4,0.0,0.0,31.58,0.0,0.0,0.0,1.03,0.0,2.06,0.0,7.72,39.09,0.0,0.0,1.03,0.0,52.0
3.01,11.72,0.0,0.0,29.16,0.0,0.0,2.4,5.91,0.0,2.61,0.0,5.51,38.08,0.0,0.0,1.6,0.0,54.0
10.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,7.5,0.0,10.0,0.0,17.5,50.0,0.0,0.0,0.0,0.0,57.0
0.2,10.5,0.0,6.7,0.0,0.3,0.0,0.0,32.3,0.0,0.0,40.0,0.0,0.0,0.0,0.0,9.5,0.0,49.7000008
0.5,9.5,0.0,6.5,0.0,0.8,0.0,0.0,32.5,0.0,0.0,40.0,0.0,0.0,0.0,0.0,9.7,0.0,49.5
0.2,10.3,0.0,6.5,0.0,0.0,0.0,0.0,29.5,0.0,0.0,40.0,0.0,3.0,0.0,0.0,10.0,0.0,49.7999992
0.2,10.3,0.0,6.5,0.0,0.5,0.0,0.0,29.5,0.0,0.0,40.0,0.0,3.0,0.0,0.0,9.5,0.0,49.4000015
0.2,8.3,0.0,6.2,0.0,0.7,0.0,0.0,31.9,0.0,0.0,41.7,0.0,0.9,0.0,0.0,9.1,0.0,49.5
0.2,11.2,0.0,6.5,0.0,0.4,0.0,0.0,29.5,0.0,0.0,38.9,0.0,3.0,0.0,0.0,9.7,0.0,49.5
0.5,10.0,0.0,6.5,0.0,0.0,0.0,0.0,29.5,0.0,0.0,40.0,0.0,3.0,0.0,0.0,10.0,0.0,49.7999992
0.2,7.9,0.0,7.1,0.0,0.9,0.0,0.0,33.6,0.0,0.0,40.1,0.0,0.0,0.0,0.0,9.4,0.0,49.5999985
0.5,20.0,0.0,4.5,0.0,0.0,0.0,0.0,27.0,0.0,0.0,44.0,0.0,4.0,0.0,0.0,0.0,0.0,49.2999992
0.0,0.0,14.1,0.0,0.0,0.0,0.0,0.0,17.4,0.0,29.5,30.3,0.0,8.7,0.0,0.0,0.0,0.0,34.5
0.0,0.0,14.9,0.0,0.0,0.0,0.0,0.0,10.5,0.0,25.9,39.9,0.0,8.8,0.0,0.0,0.0,0.0,32.5
0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,21.3,0.0,25.5,39.8,0.0,7.5,0.0,0.0,0.0,0.0,43.2999992
0.0,0.0,14.9,0.0,0.0,0.0,0.0,0.0,29.7,0.0,13.7,39.9,0.0,1.8,0.0,0.0,0.0,0.0,37.7000008
0.0,0.0,14.9,0.0,0.0,0.0,0.0,0.0,10.6,0.0,29.5,35.1,0.0,9.9,0.0,0.0,0.0,0.0,32.9000015
0.0,0.0,14.9,0.0,0.0,0.0,0.0,0.0,34.9,0.0,29.5,10.8,0.0,9.9,0.0,0.0,0.0,0.0,35.4000015
0.95,4.58,12.4,7.82,0.0,9.83,0.0,1.05,14.79,0.0,12.69,27.67,0.0,7.44,0.48,0.0,0.0,0.29,29.7999992
0.0,0.0,10.0,0.0,0.0,19.9,0.0,0.0,12.0,0.0,15.5,34.5,0.0,6.6,0.5,0.0,0.0,1.0,32.0
0.0,19.9,12.9,0.0,0.0,0.0,0.0,0.0,15.6,0.0,15.7,26.6,0.0,7.8,0.5,0.0,0.0,1.0,33.9000015
0.0,7.21,3.94,5.68,0.0,21.59,0.0,0.0,13.16,0.0,21.94,19.03,0.0,6.63,0.0,0.0,0.0,0.52,31.2700005
0.0,7.21,9.04,7.05,0.0,3.85,0.0,0.0,13.16,0.0,16.86,36.19,0.0,6.63,0.0,0.0,0.0,0.0,34.209999100000005
0.0,2.68,12.44,4.28,0.0,6.76,0.0,0.0,13.04,0.0,18.38,35.85,0.0,6.57,0.0,0.0,0.0,0.0,31.1399994
0.0,3.0,16.0,7.0,0.0,7.0,0.0,0.0,10.5,0.0,16.0,34.0,0.0,6.5,0.0,0.0,0.0,0.0,28.25
0.0,3.0,9.0,7.0,0.0,4.0,0.0,0.0,13.0,0.0,17.0,37.0,0.0,10.0,0.0,0.0,0.0,0.0,34.9500008
0.0,2.5,19.0,6.5,0.0,8.5,0.0,0.0,8.0,0.0,15.5,34.0,0.0,6.0,0.0,0.0,0.0,0.0,25.8799992
0.0,2.5,5.0,6.5,0.0,2.0,0.0,0.0,12.7,0.0,31.4,33.6,0.0,6.3,0.0,0.0,0.0,0.0,38.5999985
0.0,2.7,13.4,5.7,0.0,5.4,0.0,0.0,13.2,0.0,16.8,36.2,0.0,6.6,0.0,0.0,0.0,0.0,30.709999100000005
0.0,2.0,20.5,6.5,0.0,8.0,0.0,0.0,8.0,0.0,15.0,34.0,0.0,6.0,0.0,0.0,0.0,0.0,25.5100002
0.0,8.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,27.0,5.0,0.0,40.0,10.0,0.0,0.0,0.0,52.2999992
0.0,5.48,0.0,3.99,0.0,0.0,0.0,6.98,0.0,0.0,29.41,6.98,0.0,38.88,7.98,0.0,0.0,0.0,52.5
0.0,9.9,0.0,4.95,0.0,0.0,0.0,2.97,0.0,0.0,23.76,1.98,0.0,44.55,11.88,0.0,0.0,0.0,52.2000008
0.0,10.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,22.0,7.0,0.0,37.0,11.0,0.0,0.0,0.0,51.2999992
0.0,8.97,0.0,1.99,0.0,0.0,0.0,4.99,0.0,0.0,25.92,5.98,0.0,41.87,9.97,0.0,0.0,0.0,52.5
0.0,8.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,28.0,5.0,0.0,43.0,6.0,0.0,0.0,0.0,53.0
0.0,7.0,0.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,20.0,4.0,0.0,45.0,7.0,0.0,0.0,0.0,51.2000008
0.0,5.98,0.0,8.97,0.0,0.0,0.0,3.99,0.0,0.3,26.92,1.0,0.0,47.86,4.99,0.0,0.0,0.0,52.70000079999999
0.0,11.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,8.0,0.0,35.0,15.0,0.0,0.0,0.0,50.5
0.0,10.91,0.0,2.73,0.0,0.0,0.0,7.27,0.0,0.0,20.91,9.09,0.0,37.27,11.82,0.0,0.0,0.0,51.0
0.0,15.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,3.0,0.0,49.0,5.0,0.0,0.0,0.0,52.9000015
0.0,1.0,0.0,2.99,0.0,0.0,0.0,8.97,0.0,0.3,19.94,8.97,0.0,48.85,8.97,0.0,0.0,0.0,51.5999985
0.0,14.0,0.0,2.5,0.0,0.0,0.0,2.0,0.0,0.0,29.5,2.0,0.0,36.0,14.0,0.0,0.0,0.0,52.79999920000001
6.3,4.68,0.0,1.67,8.39,0.0,0.0,3.12,27.64,0.0,7.79,11.06,0.0,25.17,0.0,0.0,3.43,0.0,57.7200012
6.58,3.92,0.0,1.38,8.21,0.0,0.0,3.51,26.99,0.0,8.74,9.92,0.0,27.26,0.0,0.0,2.88,0.0,58.08000179999999
7.05,4.02,0.0,1.39,7.44,0.0,0.0,3.53,27.14,0.0,8.66,10.12,0.0,27.45,0.0,0.0,3.19,0.0,58.1599998
6.57,3.99,0.0,1.38,8.16,0.0,0.0,3.5,30.79,0.0,8.58,10.03,0.0,23.84,0.0,0.0,3.16,0.0,58.4399986
7.15,4.08,0.0,1.41,8.35,0.0,0.0,3.58,27.52,0.0,6.59,10.26,0.0,27.83,0.0,0.0,3.23,0.0,58.29999920000001
7.71,4.15,0.0,1.44,8.5,0.0,0.0,3.64,28.01,0.0,4.47,10.45,0.0,28.33,0.0,0.0,3.29,0.0,58.2799988
6.67,5.21,0.0,1.4,8.29,0.0,0.0,3.55,27.31,0.0,6.54,10.19,0.0,27.63,0.0,0.0,3.21,0.0,58.2400017
0.7,5.0,9.0,4.0,23.3,14.0,0.0,0.5,5.0,0.0,0.0,13.5,0.0,25.0,0.0,0.0,0.0,0.0,35.0800018
0.5,8.0,7.0,0.5,19.8,14.9,0.0,3.0,1.0,0.3,0.0,14.9,0.0,29.8,0.0,0.0,0.0,0.3,36.1699982
0.0,5.0,3.0,6.0,24.8,17.9,0.0,0.0,6.0,0.3,0.0,11.9,0.0,24.8,0.3,0.0,0.0,0.0,37.6100006
0.5,1.0,10.51,1.5,30.03,9.91,0.0,1.0,5.01,0.4,0.0,10.01,0.0,28.63,0.5,0.0,0.0,0.0,36.6899986
0.0,3.3,0.4,7.6,0.0,0.0,0.0,0.0,27.8,0.1,0.3,46.9,0.0,5.3,0.0,0.0,8.3,0.0,49.6199989
0.0,6.0,3.0,8.0,0.0,0.0,0.0,0.0,29.7,0.3,2.0,39.7,0.0,1.0,0.3,0.0,8.0,1.0,45.3600006
0.0,6.0,0.0,9.9,0.0,0.0,0.0,0.0,21.8,0.3,1.0,41.8,0.0,8.0,0.0,0.0,10.9,0.3,47.5800018
0.0,0.5,1.0,5.0,0.0,0.0,0.0,0.0,31.7,0.3,0.5,49.7,0.0,4.0,0.3,0.0,6.5,0.0,49.8199997
0.0,4.01,3.01,2.01,0.0,0.0,0.0,0.0,24.97,0.3,0.0,54.86,0.0,7.82,0.0,0.0,3.01,0.0,46.24000170000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.5,61.69,0.0,2.51,29.5100002
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,1.5,59.7,0.0,2.4,29.5
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.7,67.0,0.0,1.1,26.620000800000003
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,0.9,64.8,0.0,1.0,28.239999800000003
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.5,64.2,0.0,3.2,26.6399994
0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,9.0,50.0,0.0,8.7,28.850000399999995
0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.04,1.01,62.42,0.0,1.52,29.180000300000003
0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.5,54.0,0.0,4.5,31.4500008
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.78,6.84,40.82,0.0,13.27,34.1500015
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.75,3.2,45.25,0.0,4.6,35.20999910000001
1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,15.0,30.0,0.0,6.3,39.4099998
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.65,6.3,33.95,0.0,6.6,40.7900009
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.1,3.0,38.2,0.0,3.1,40.7799988
0.0,0.0,0.0,18.0,8.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,3.0,0.0,0.0,5.0,46.4500008
0.0,0.0,0.0,18.0,5.0,9.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,55.0,3.0,0.0,0.0,5.0,46.6100006
0.0,0.0,0.0,18.0,6.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,3.0,0.0,0.0,5.0,45.0400009
0.0,0.0,0.0,14.0,6.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,3.0,0.0,0.0,5.0,43.3600006
0.0,0.0,0.0,14.0,11.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,8.0,0.0,0.0,0.0,43.0
0.0,0.0,0.0,14.0,9.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,10.0,0.0,0.0,0.0,42.9199982
0.0,0.0,0.0,14.0,6.0,15.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,52.0,3.0,0.0,0.0,5.0,43.5600014
0.0,0.0,0.0,13.0,6.0,11.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,55.0,3.0,0.0,0.0,5.0,45.97000120000001
0.0,0.0,0.0,14.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,51.0,8.0,0.0,0.0,0.0,51.1399994
2.0,0.0,36.0,0.0,0.0,18.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,15.8,21.0,0.0,0.0,0.0,22.6000004
2.0,0.0,24.75,0.0,0.0,26.85,0.0,0.0,4.39,0.2,0.0,0.0,0.0,18.06,6.29,0.0,0.0,16.67,24.6000004
2.0,0.0,27.97,0.0,0.0,22.28,0.0,0.0,4.5,0.0,0.8,0.0,0.8,17.98,0.0,0.0,0.0,22.98,24.3999996
2.0,2.5,26.0,0.0,0.0,24.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,17.5,19.0,0.0,0.0,3.0,23.7000008
2.0,1.4,23.0,0.0,0.0,28.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,18.5,5.0,0.0,0.0,18.0,25.2000008
3.1,3.0,30.3,0.0,0.0,23.4,0.0,0.0,2.7,0.0,0.0,0.0,0.0,19.2,17.9,0.0,0.0,0.0,23.1000004
3.2,3.0,29.3,0.0,0.0,22.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,21.0,20.3,0.0,0.0,0.0,24.2000008
3.92,2.35,27.94,0.0,0.0,23.04,0.0,0.0,2.94,0.0,0.0,0.0,0.0,21.57,18.14,0.0,0.0,0.0,24.7000008
2.99,2.99,27.72,0.0,0.0,25.92,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.94,18.44,0.0,0.0,0.0,23.6000004
2.0,2.0,25.5,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,23.5,21.0,0.0,0.0,0.0,25.1000004
4.64,0.0,0.0,1.91,0.0,0.0,0.0,23.76,0.0,0.0,0.0,0.0,0.0,68.89,0.0,0.0,0.0,0.0,58.0
0.0,2.4,16.5,0.0,4.0,0.0,0.0,3.0,1.5,0.1,16.0,0.0,0.0,40.0,4.5,0.0,0.0,12.0,39.0
0.0,1.0,18.5,0.0,2.0,0.0,0.0,2.1,1.0,0.9,12.0,0.0,2.0,43.0,7.5,0.0,0.0,10.0,37.0999985
0.0,0.0,16.5,0.0,0.5,0.0,0.0,1.0,2.0,0.0,11.0,0.0,8.5,45.0,0.5,0.0,0.0,15.0,39.4000015
0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.9,1.0,0.1,20.0,0.0,0.0,45.0,6.5,0.0,0.0,8.5,38.5
0.0,0.0,16.5,0.0,4.0,0.0,0.0,0.4,1.5,0.1,11.0,0.0,4.0,45.0,6.5,0.0,0.0,11.0,40.9000015
0.0,5.0,16.0,0.5,0.5,0.0,0.0,0.0,2.4,0.1,11.0,0.0,8.0,45.5,2.0,0.0,0.0,9.0,39.0999985
0.0,0.0,19.0,0.0,0.5,0.0,0.0,2.0,4.0,0.01,12.49,0.0,0.0,47.0,9.0,0.0,0.0,6.0,36.7999992
0.0,0.0,18.0,0.78,2.2,0.0,0.0,3.0,1.0,0.02,12.0,0.0,1.0,47.0,6.5,0.0,0.0,8.5,37.4000015
0.0,0.0,16.5,0.0,1.0,0.0,0.0,1.0,2.0,0.1,11.5,0.0,0.0,47.9,0.0,0.0,0.0,20.0,39.2000008
0.0,0.0,16.5,0.0,2.0,0.0,0.0,1.0,2.5,0.1,12.4,0.0,0.0,49.0,6.5,0.0,0.0,10.0,39.2000008
0.0,0.0,18.0,0.0,1.0,0.0,0.0,3.0,2.0,0.05,12.5,0.0,0.0,49.45,7.0,0.0,0.0,7.0,37.5999985
0.0,0.9,16.0,1.0,3.0,0.0,0.0,1.0,1.0,0.1,13.5,0.0,0.5,50.0,2.0,0.0,0.0,10.0,39.2000008
0.0,0.0,16.0,0.4,0.4,0.0,0.0,0.0,1.5,0.1,11.0,0.0,0.0,51.0,1.6,0.0,0.0,18.0,39.5999985
0.0,3.0,17.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,12.5,0.0,0.0,51.5,6.0,0.0,0.0,6.0,38.2999992
0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,11.0,0.0,2.0,53.5,2.0,0.0,0.0,12.0,39.7000008
0.0,1.0,16.5,0.0,1.0,0.0,0.0,0.5,1.0,0.1,11.0,0.0,0.0,55.0,7.0,0.0,0.0,6.0,38.7999992
0.0,0.0,16.0,0.4,0.5,0.0,0.0,0.0,1.0,0.1,11.0,0.0,0.0,60.0,1.0,0.0,0.0,10.0,39.5
0.0,0.0,16.0,0.0,1.5,0.0,0.0,3.0,4.5,0.1,11.5,0.0,0.0,52.4,4.5,0.0,0.0,6.5,39.5
0.0,0.0,19.0,0.0,3.0,0.0,0.0,1.0,1.0,0.1,13.9,0.0,0.0,45.0,7.0,0.0,0.0,10.0,37.0
0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,6.0,0.0,0.0,46.6,3.0,31.7,0.0,6.0,40.4000015
0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,0.0,0.0,38.1,3.0,31.4,0.0,3.8,38.2999992
8.0,0.0,15.0,0.0,0.0,2.0,0.0,3.0,10.0,0.0,7.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,41.9000015
0.0,0.0,7.8,0.0,0.0,0.0,0.0,8.5,7.9,0.0,0.0,0.0,0.0,54.1,0.0,1.2,0.0,20.0,50.5
0.0,0.0,0.01,0.0,0.2,0.0,0.0,0.0,11.21,0.28,1.35,0.0,0.0,70.13,9.51,0.0,0.0,7.31,64.3199997
0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,11.2,0.3,1.35,0.0,0.0,70.05,9.5,0.0,0.0,7.3,64.1500015
0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,11.19,0.3,1.35,0.0,0.0,69.98,9.49,0.0,0.0,7.29,63.9000015
0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,11.18,0.3,1.35,0.0,0.0,69.91,9.48,0.0,0.0,7.28,63.6899986
0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,11.17,0.3,1.35,0.0,0.0,69.83,9.47,0.0,0.0,7.28,63.4799995
0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,11.15,0.3,1.34,0.0,0.0,69.72,9.43,0.0,0.0,7.25,63.0099983
0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,11.12,0.3,1.34,0.0,0.0,69.56,9.43,0.0,0.0,7.25,62.5999985
0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,11.1,0.3,1.34,0.0,0.0,69.42,9.41,0.0,0.0,7.23,62.0299988
0.0,0.0,1.3,0.0,0.2,0.0,0.0,0.0,11.07,0.3,1.34,0.0,0.0,69.2,9.39,0.0,0.0,7.21,61.58000179999999
