,Li2O,TiO2,ZrO2,SrO,Na2O,ZnO,Nb2O5,Nb2O3,Al2O3,Sb2O3,Y2O3,B2O3,BaO,La2O3,SiO2,K2O,CaO,PbO,ABBENUM
3049,0.0,0.0,2.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,15.0,33.0,0.0,40.2,5.5,0.0,2.5,0.0,53.2
3052,0.0,0.0,0.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,10.2,5.5,0.0,11.0,0.0,60.4
3055,0.0,0.0,6.65,0.0,0.0,8.67,0.0,0.0,0.0,0.0,0.0,31.25,2.02,45.36,6.05,0.0,0.0,0.0,51.3
3056,0.0,0.0,1.22,15.23,0.0,5.08,0.0,0.0,0.0,0.0,0.0,28.73,25.38,4.06,20.3,0.0,0.0,0.0,59.2
3057,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.84,0.0,40.82,5.67,0.0,8.97,0.0,53.4
3058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.0,0.0,25.3,30.48,8.029999999999998,26.79,0.0,6.79,0.0,60.2
3059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,25.86,30.52,8.019999999999998,26.12,0.0,6.67,0.0,60.0
3060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,25.61,29.13,10.53,26.81,0.0,5.51,0.0,60.6
3061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,0.0,0.0,31.96,22.5,15.49,20.13,0.0,5.35,0.0,58.7
3062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,0.0,0.0,31.94,19.76,18.36,20.02,0.0,5.35,0.0,59.0
3063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,0.0,0.0,33.34,17.84,18.83,20.33,0.0,5.2,0.0,59.8
3064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,27.24,31.06,8.54,22.23,0.0,5.73,0.0,59.7
3065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17,0.0,0.0,27.87,28.82,10.35,22.1,0.0,5.7,0.0,59.3
3066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28,0.0,0.0,26.46,31.5,8.429999999999998,22.53,0.0,5.8,0.0,57.6
3067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,24.44,31.55,8.49,27.56,0.0,5.66,0.0,60.7
3108,0.0,5.0,0.0,0.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,7.7,5.0,0.0,48.7
3109,0.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,4.0,20.0,0.0,54.3
3110,0.0,5.0,0.0,0.0,2.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,3.0,20.0,0.0,49.9
3111,0.0,1.5,0.0,0.0,3.1,15.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,55.0,3.1,10.0,0.0,56.8
3112,2.0,1.0,4.0,0.0,3.9,7.1,0.0,0.0,1.5,0.0,0.0,5.0,0.0,0.0,58.3,2.9,13.8,0.0,52.6
3113,0.0,30.0,2.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,31.8,5.0,2.0,0.0,25.7
3115,0.0,31.0,3.0,4.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,33.8,4.0,0.0,0.0,26.6
3117,0.0,31.0,5.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,24.8,9.0,0.0,0.0,25.5
3119,0.0,32.0,5.0,2.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.8,5.0,3.0,0.0,23.9
3121,5.0,28.0,2.0,2.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,33.95,4.0,5.0,0.0,27.3
3123,0.0,26.0,2.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,35.98,7.0,2.0,0.0,28.4
3125,0.0,30.0,3.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,32.8,10.0,4.0,0.0,27.1
3127,0.0,31.0,8.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,26.8,4.0,4.0,0.0,25.8
3128,0.0,33.0,6.0,2.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,22.5,2.0,2.0,0.0,23.4
3131,0.0,26.0,2.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,36.0,7.0,2.0,0.0,28.6
3136,0.0,30.0,3.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,34.5,5.0,0.0,0.0,27.8
3137,0.0,32.0,3.0,0.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,35.8,5.0,0.0,0.0,27.0
3139,0.0,33.0,4.0,2.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,32.8,3.0,0.0,0.0,25.4
3140,0.0,32.0,7.2,5.0,10.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0,27.8,5.0,4.0,0.0,25.2
3141,1.24,0.6,0.0,0.0,2.65,0.0,0.0,0.0,6.39,0.1,0.0,7.3,8.0,0.0,46.38,0.0,0.0,27.19,45.13
3142,0.7,0.87,0.0,0.0,2.1,0.0,0.0,0.0,6.21,0.2,0.0,6.62,6.51,0.0,40.69,0.0,0.0,35.88000000000001,40.5
3143,0.15,1.15,0.0,0.0,1.5,0.0,0.0,0.0,6.0,0.1,0.0,5.93,5.0,0.0,35.62,0.0,0.0,44.4,36.32
3144,0.15,2.8,0.5,0.0,0.95,0.0,0.0,0.0,4.65,0.1,0.0,5.36,8.0,1.65,31.27,0.0,0.0,44.42,32.87
3145,0.0,5.0,8.0,4.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,40.5,0.0,0.0,0.0,0.0,43.4
3146,0.0,6.0,5.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,45.0,0.0,0.0,0.0,0.0,41.0
3147,0.0,11.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,45.0,0.0,0.0,0.0,0.0,36.4
3148,0.0,3.5,5.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,32.0,3.0,43.5,0.0,0.0,0.0,0.0,44.6
3149,0.0,9.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,40.0,0.0,0.0,0.0,0.0,38.0
3150,0.0,5.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,45.0,0.0,0.0,0.0,0.0,42.0
3151,0.0,9.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,30.0,4.0,0.0,0.0,0.0,38.8
3152,0.0,9.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,41.0,4.0,0.0,0.0,0.0,38.5
3153,0.0,6.0,6.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,42.0,3.0,0.0,0.0,0.0,40.4
3154,0.0,5.0,5.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,50.0,3.5,0.0,0.0,0.0,44.1
3155,0.0,7.0,2.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,30.5,4.5,40.0,4.5,0.0,0.0,0.0,41.5
3156,0.0,9.0,6.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,45.0,4.0,0.0,0.0,0.0,37.0
3157,0.5,8.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,30.0,3.5,40.0,4.0,0.0,0.0,0.0,40.3
3158,0.0,8.0,4.0,0.0,0.5,10.0,0.0,0.0,0.0,0.0,0.0,29.0,3.5,41.0,4.0,0.0,0.0,0.0,40.4
3159,0.0,9.0,5.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,30.0,3.0,39.0,4.0,0.5,0.0,0.0,38.6
3163,0.0,7.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,40.0,0.0,0.0,5.0,0.0,40.7
3164,0.0,9.0,6.0,3.0,0.0,13.0,0.0,0.0,0.5,0.0,0.0,30.0,0.0,35.0,3.5,0.0,0.0,0.0,38.5
3165,0.0,9.0,6.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,30.0,4.0,37.0,0.0,0.0,0.0,0.0,38.3
3166,0.0,6.0,5.1,0.0,0.0,12.0,2.8,0.0,0.0,0.0,0.0,26.0,2.0,42.0,4.0,0.0,0.0,0.0,39.0
3167,0.0,5.0,5.0,3.0,0.0,13.0,0.0,0.0,0.0,0.1,0.0,30.0,0.0,43.9,0.0,0.0,0.0,0.0,42.2
3168,0.0,2.0,6.0,3.0,0.0,12.0,4.8,0.0,0.0,0.0,0.0,29.0,0.0,40.2,3.0,0.0,0.0,0.0,42.1
3169,0.0,4.0,6.0,1.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,26.0,2.0,43.0,0.0,0.0,0.0,0.0,39.8
3172,0.0,5.5,5.5,0.0,0.0,10.0,0.0,0.0,0.5,0.0,0.0,30.0,2.0,46.5,0.0,0.0,0.0,0.0,42.0
3173,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,46.0,4.0,0.0,0.0,0.0,49.7
3174,0.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,46.0,4.0,0.0,0.0,0.0,49.0
3175,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,32.0,0.0,53.0,2.0,0.0,0.0,0.0,51.5
3176,0.4,0.0,1.99,0.0,0.0,1.99,0.0,0.0,0.0,0.0,16.93,29.88,0.0,45.82,2.99,0.0,0.0,0.0,53.0
3177,0.4,0.0,1.99,0.0,0.0,2.99,0.0,0.0,0.0,0.0,8.96,31.87,0.0,48.8,4.98,0.0,0.0,0.0,54.6
3178,0.4,0.0,4.98,0.0,0.0,3.98,0.0,0.0,0.0,0.0,7.97,29.88,0.0,47.81,4.98,0.0,0.0,0.0,51.1
3179,0.4,0.0,2.99,0.0,0.0,2.99,0.0,0.0,0.0,0.0,9.96,29.88,0.0,49.8,3.98,0.0,0.0,0.0,52.8
3180,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,25.0,0.0,46.0,5.0,0.0,2.0,5.0,43.9
3181,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,47.0,5.0,0.0,0.0,5.0,49.5
3183,0.0,0.0,7.5,0.0,0.0,4.5,3.0,0.0,0.0,0.0,8.0,27.0,0.0,48.0,2.0,0.0,0.0,0.0,46.6
3184,0.0,0.0,3.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,3.0,25.0,0.0,46.0,2.0,0.0,0.0,0.0,38.1
3185,0.0,0.0,6.99,0.0,0.0,9.98,5.99,0.0,0.0,0.0,3.49,24.95,0.0,45.41,2.99,0.2,0.0,0.0,44.1
3186,0.0,0.0,5.98,0.0,0.2,9.96,3.49,0.0,0.0,0.0,3.98,25.9,0.0,45.32,4.98,0.2,0.0,0.0,46.7
3203,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,6.0,0.0,22.0,48.0
3205,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,56.0,9.0,0.0,29.0,44.0
3210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,68.0
3211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.89,0.0,0.0,0.0,67.8
3212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,67.0
3213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,67.0
3214,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,53.1
3231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,0.0,0.0,0.0,67.6
3232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,67.6
3233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,67.6
3234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,67.6
3235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,67.6
3236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,0.0,0.0,0.0,67.6
3237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99,0.0,0.0,0.0,67.6
3238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,67.6
3239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,67.6
3240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88,0.0,0.0,0.0,67.7
3241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,67.7
3242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,67.7
3250,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,56.6
3251,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,3.0,0.5,0.0,2.0,45.5,0.0,30.0,0.0,0.0,10.0,45.4
3252,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,43.5,0.0,30.0,3.0,0.0,10.0,45.4
3253,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,0.0,3.0,36.5,0.0,33.0,0.0,15.0,5.0,48.6
3254,0.0,0.0,5.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,4.0,34.5,0.0,34.0,0.0,0.0,5.0,46.0
3255,0.0,0.0,6.03,0.0,1.01,6.03,0.0,0.0,0.0,0.0,0.0,3.02,36.18,0.0,35.18,0.0,4.02,8.54,47.2
3256,0.0,6.0,5.5,0.0,1.5,4.5,0.0,0.0,1.0,0.0,0.0,2.0,34.0,0.0,33.0,0.0,6.0,6.0,41.7
3257,0.0,2.5,3.5,0.0,0.5,4.0,0.0,0.0,2.5,0.0,0.0,1.0,35.0,0.0,32.0,0.0,2.0,16.5,41.2
3258,1.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.5,0.0,0.0,35.0,0.0,29.0,0.0,0.0,24.5,38.8
3259,1.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.5,0.0,0.0,35.5,0.0,39.5,0.0,0.0,11.5,45.7
3260,1.5,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,0.0,36.0,0.0,3.0,7.0,47.8
3261,0.0,0.0,3.5,0.0,0.0,7.5,0.0,0.0,0.0,0.5,0.0,7.0,33.0,0.0,31.5,0.0,7.0,10.0,47.4
3262,1.01,0.0,4.52,0.0,0.0,7.54,0.0,0.0,0.0,0.5,0.0,2.01,36.68,0.0,34.67,0.0,4.52,8.54,47.1
3263,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.5,0.0,3.5,27.5,0.0,28.0,0.0,8.0,20.5,40.5
3264,1.0,1.0,5.5,0.0,0.0,4.0,0.0,0.0,0.0,0.5,0.0,2.0,29.0,0.0,28.5,0.0,2.0,26.5,38.0
3265,0.0,2.5,2.0,0.0,0.5,3.5,0.0,0.0,1.5,0.0,0.0,1.0,23.0,0.0,32.0,0.0,2.0,31.5,36.5
3266,1.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,30.0,0.0,7.5,30.0,36.8
3267,0.0,0.0,0.0,0.0,7.94,7.94,0.0,0.0,2.98,0.0,0.0,0.0,16.88,0.0,41.71,2.98,0.0,18.87,43.9
3268,0.0,0.0,0.0,0.0,8.939999999999998,10.92,0.0,0.0,0.0,0.0,0.0,0.0,16.88,0.0,43.69,0.0,0.0,18.87,43.3
3269,0.9900000000000002,0.0,0.0,0.0,6.95,12.91,0.0,0.0,2.98,0.0,0.0,0.0,11.92,0.0,41.71,2.98,0.0,18.87,43.6
3270,0.0,0.0,0.0,0.0,5.96,7.94,0.0,0.0,0.0,0.0,0.0,1.99,16.88,0.0,44.69,2.98,0.0,18.87,44.9
3271,1.0,0.0,0.0,0.0,8.97,14.96,0.0,0.0,0.0,0.0,0.0,0.0,16.95,0.0,44.87,0.0,0.0,12.96,48.3
3272,1.0,0.0,0.0,0.0,8.97,21.93,0.0,0.0,0.0,0.0,0.0,0.0,16.95,0.0,44.87,0.0,0.0,5.98,47.6
3273,1.0,0.0,0.0,0.0,8.97,25.92,0.0,0.0,0.0,0.0,0.0,0.0,16.95,0.0,44.87,0.0,0.0,1.99,49.8
3274,0.0,0.0,0.0,0.0,0.0,7.94,0.0,0.0,0.0,0.0,0.0,0.0,16.88,0.0,44.69,10.92,0.0,18.87,44.6
3275,0.0,0.0,0.0,6.95,7.94,7.94,0.0,0.0,0.0,0.0,0.0,0.0,9.93,0.0,44.69,2.98,0.0,18.87,44.1
3276,0.0,0.0,0.0,0.0,7.94,12.91,0.0,0.0,2.98,0.0,0.0,0.0,16.88,0.0,36.74,2.98,0.0,18.87,41.9
3277,0.9900000000000002,0.0,0.0,6.95,6.95,12.91,0.0,0.0,2.98,0.0,0.0,0.0,4.97,0.0,41.71,2.98,0.0,18.87,43.6
3278,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,10.0,35.0,0.0,40.0,0.0,0.0,0.0,0.0,51.4
3279,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,25.0,35.0,0.0,28.0,0.0,0.0,0.0,0.0,52.0
3281,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,15.0,31.0,4.0,31.0,0.0,0.0,5.0,0.0,52.8
3284,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,44.0,4.0,0.0,0.0,0.0,54.6
3285,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,36.0,0.0,38.0,5.0,0.0,0.0,0.0,53.9
3286,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,5.8,36.3,2.2,38.1,4.1,0.0,0.0,0.0,53.8
3287,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,5.0,0.0,2.0,38.0,0.0,28.0,0.0,0.0,0.0,0.0,52.0
3288,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,0.0,4.6,38.4,0.0,38.4,0.0,0.0,0.0,6.0,50.1
3289,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,10.0,30.0,0.0,30.0,0.0,0.0,0.0,15.0,43.5
3290,0.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,5.5,37.0,0.0,39.5,0.0,0.0,0.0,0.0,50.7
3291,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,10.0,30.0,0.0,35.0,0.0,0.0,0.0,0.0,46.8
3294,0.0,10.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,17.0,0.0,19.0,15.0,0.0,20.0,0.0,34.8
3296,1.0,11.0,3.0,0.0,0.0,0.0,10.5,0.0,6.5,0.0,0.0,10.0,0.0,20.0,18.0,0.0,20.0,0.0,35.1
3299,0.0,10.0,3.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,6.0,0.0,19.0,22.0,0.0,28.0,0.0,35.6
3300,0.0,10.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,29.0,27.0,0.0,19.0,0.0,36.2
3301,0.0,2.6,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,5.0,0.0,21.4,25.0,0.0,20.0,0.0,35.4
3302,0.0,11.0,5.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,8.0,4.0,24.0,21.0,0.0,19.0,0.0,36.0
3303,0.0,13.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,14.0,2.0,20.0,18.0,0.0,20.0,0.0,33.8
3304,4.02,11.06,3.02,0.0,0.0,0.0,10.55,0.0,0.0,0.0,0.0,4.02,0.0,20.1,27.13,0.0,20.1,0.0,35.5
3305,0.0,10.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,3.0,20.0,27.0,2.0,20.0,0.0,35.20000000000001
3306,0.0,10.0,3.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,3.0,20.0,27.0,0.0,20.0,0.0,35.70000000000001
3307,0.0,10.0,1.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,0.0,18.0,22.0,0.0,19.0,0.0,35.9
3308,0.0,10.0,3.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,9.0,10.0,18.0,20.0,0.0,17.0,0.0,35.1
3309,0.0,10.0,3.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,9.0,0.0,18.0,21.0,0.0,18.0,0.0,34.7
3316,0.0,10.0,3.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,5.0,0.0,19.6,26.0,0.0,22.7,0.0,34.7
3317,0.0,28.42,5.79,0.0,10.0,0.0,18.95,0.0,0.0,0.0,0.0,0.0,11.26,0.0,23.47,0.53,0.8399999999999997,0.0,23.9
3318,0.0,27.5,2.5,0.0,9.25,0.0,18.5,0.0,0.0,0.0,0.0,0.0,13.7,0.0,22.3,5.25,0.8,0.0,23.8
3320,0.0,29.45,3.34,1.03,8.72,0.0,7.769999999999999,0.0,0.0,0.0,3.72,2.65,11.5,0.0,24.48,5.47,1.63,0.0,24.2
3322,0.0,27.3,2.5,0.0,9.2,0.0,18.4,0.0,0.0,0.0,0.0,0.0,13.0,0.0,22.9,5.1,0.8,0.0,23.9
3324,0.0,26.01,2.99,0.93,7.849999999999999,0.0,16.5,0.0,0.0,0.0,3.35,2.37,10.36,0.0,23.04,4.92,1.47,0.0,24.5
3325,0.0,27.5,2.7,0.0,8.25,0.0,19.0,0.0,0.0,0.0,3.5,0.0,14.0,0.0,19.4,4.25,0.7,0.0,23.3
3326,0.0,27.0,2.0,0.0,8.25,0.0,18.5,0.0,0.0,0.0,3.5,0.0,14.7,0.0,20.4,4.25,0.5,0.0,23.7
3327,0.0,27.7,2.5,0.0,7.5,0.0,18.5,0.0,0.0,0.0,0.0,0.5,13.5,0.0,23.1,5.0,0.7,0.4,23.3
3328,0.0,28.0,2.5,0.0,9.5,0.0,18.0,0.0,0.0,0.0,0.0,0.0,9.5,2.5,22.8,5.5,1.0,0.0,23.7
3329,4.0,13.0,3.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,21.5,0.0,21.5,13.5,0.0,12.0,0.0,36.0
3330,4.0,13.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,26.0,0.5,18.0,14.0,0.0,17.0,0.0,37.7
3331,7.0,8.0,7.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,26.0,0.0,20.0,2.0,0.0,13.0,0.0,34.9
3332,5.0,13.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,24.0,0.0,21.0,7.0,0.0,15.0,0.0,34.4
3334,4.5,4.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,13.5,0.0,6.0,0.0,34.6
3335,8.0,12.0,7.0,0.0,0.0,0.5,10.0,0.0,2.5,0.5,5.0,23.5,0.0,19.0,2.0,0.0,10.0,0.0,34.4
3336,4.0,11.5,4.0,0.0,0.0,0.0,11.5,0.0,3.0,0.0,0.0,25.0,0.0,18.5,2.0,3.0,17.0,0.0,34.9
3338,6.5,7.0,4.5,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,22.0,0.0,29.0,12.0,0.0,11.0,0.0,37.9
3339,6.0,13.0,1.5,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,23.0,0.0,25.5,13.0,0.0,6.0,0.0,34.4
3340,7.0,7.0,3.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,25.0,0.0,31.0,12.0,0.0,7.0,0.0,38.4
3341,10.0,9.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,26.0,0.0,19.0,4.0,0.0,16.0,0.0,36.6
3342,4.0,12.0,6.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,25.0,0.0,23.0,7.0,0.0,10.0,0.0,34.7
3343,5.0,12.0,7.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,23.0,0.0,20.0,3.0,0.0,15.0,0.0,34.9
3370,0.0,18.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.81,24.72,0.0,38.56,0.0,0.0,0.0,0.0,30.9
3371,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,0.0,0.0,80.0,20.8
3389,8.01,10.01,0.5,0.0,6.01,1.3,0.0,0.0,1.5,0.0,0.0,7.51,0.0,0.0,58.06,6.01,0.5,0.0,45.97
3391,8.029999999999998,9.54,0.5,0.0,5.62,0.0,0.0,0.0,1.66,0.0,0.0,6.63,0.0,0.0,60.24,7.03,0.0,0.0,46.35
3417,5.0,0.0,4.0,0.0,0.0,10.0,7.0,0.0,0.0,5.0,0.0,17.0,0.0,22.0,30.0,0.0,0.0,0.0,46.0
3424,2.0,0.0,0.0,0.0,0.0,12.0,2.5,0.0,0.0,2.5,0.0,20.0,0.0,24.0,17.0,0.0,20.0,0.0,49.7
3425,1.5,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,2.5,0.0,16.0,35.0,21.5,12.0,0.0,0.0,0.0,47.8
