Li2O,ZnO,TiO2,ZrO2,CaO,Nb2O5,Nb2O3,Al2O3,B2O3,Sb2O3,BaO,La2O3,SrO,SiO2,Na2O,PbO,Y2O3,K2O,RI
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.17,1.484
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.68,1.4859999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.36,1.4880000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.56,1.4880000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,1.4880000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.58,1.4880000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.4869999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.22,1.4869999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.32,1.4880000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.87,1.4910001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.494
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.31,1.4969999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.67,1.499
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.72,1.501
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.06,1.5019999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.58,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.474
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.98,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,1.4869999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.01,0.0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0,1.495
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.78,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.499
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.26,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,1.508
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.58,0.0,0.0,0.0,0.0,0.0,28.2,0.0,0.0,0.0,1.516
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.09,0.0,0.0,0.0,0.0,0.0,30.7,0.0,0.0,0.0,1.517
9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5230000000000001
12.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.536
15.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55
18.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5599999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.12,0.0,0.0,0.0,0.0,0.0,22.88,0.0,0.0,0.0,1.506
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.38,0.0,0.0,0.0,0.0,0.0,27.62,0.0,0.0,0.0,1.5119999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.6,0.0,0.0,0.0,0.0,0.0,32.4,0.0,0.0,0.0,1.52
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.28,1.4880000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.08,1.494
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7,1.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.15,1.5039999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4569999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.26,0.0,0.0,0.0,0.0,0.0,11.74,0.0,0.0,0.0,1.49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.1,0.0,0.0,0.0,0.0,0.0,16.9,0.0,0.0,0.0,1.4960001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.24,0.0,0.0,0.0,0.0,0.0,18.76,0.0,0.0,0.0,1.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.15,0.0,0.0,0.0,0.0,0.0,21.85,0.0,0.0,0.0,1.5039999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.99,0.0,0.0,0.0,0.0,0.0,24.01,0.0,0.0,0.0,1.508
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.71,0.0,0.0,0.0,0.0,0.0,26.29,0.0,0.0,0.0,1.5089999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.19,0.0,0.0,0.0,0.0,0.0,27.81,0.0,0.0,0.0,1.51
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.57,0.0,0.0,0.0,0.0,0.0,29.43,0.0,0.0,0.0,1.511
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.23,0.0,0.0,0.0,0.0,0.0,30.77,0.0,0.0,0.0,1.5119999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.6,0.0,0.0,0.0,0.0,0.0,35.4,0.0,0.0,0.0,1.51
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.02,0.0,0.0,0.0,0.0,0.0,35.98,0.0,0.0,0.0,1.5089999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0,0.0,0.0,1.857
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,94.0,0.0,0.0,1.8980000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.16,0.0,0.0,0.0,0.0,0.0,6.84,0.0,0.0,0.0,1.479
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.85,0.0,0.0,0.0,0.0,0.0,9.15,0.0,0.0,0.0,1.483
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.49,0.0,0.0,0.0,0.0,0.0,16.51,0.0,0.0,0.0,1.495
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.81,0.0,0.0,0.0,0.0,0.0,23.19,0.0,0.0,0.0,1.505
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.72,0.0,0.0,0.0,0.0,0.0,28.28,0.0,0.0,0.0,1.5130000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.58,0.0,0.0,0.0,0.0,0.0,28.42,0.0,0.0,0.0,1.5140001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.09,0.0,0.0,0.0,0.0,0.0,0.0,48.91,0.0,0.0,1.653
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.93,0.0,0.0,0.0,0.0,0.0,0.0,61.07,0.0,0.0,1.74
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.88,0.0,0.0,0.0,0.0,0.0,0.0,68.12,0.0,0.0,1.7990000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0.0,0.0,0.0,0.0,0.0,0.0,76.25,0.0,0.0,1.8880000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.22,0.0,0.0,0.0,0.0,0.0,0.0,82.78,0.0,0.0,1.972
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,86.5,0.0,0.0,2.0250001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.4579999
0.0,53.9,0.0,0.0,0.0,0.0,0.0,0.0,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.649
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.23,0.0,68.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,18.15,0.0,48.67,0.0,0.0,32.02,0.0,0.0,0.0,0.0,1.62
0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.63,54.45,0.0,0.0,0.0,0.0,0.0,0.0,34.91,0.0,0.0,1.6119999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,1.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2,0.0,0.0,0.0,0.0,0.0,0.0,61.8,0.0,0.0,1.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,79.5,0.0,0.0,1.92
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,90.1,0.0,0.0,2.1099999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4579999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.14,0.0,0.0,0.0,0.0,0.0,0.0,46.86,0.0,0.0,1.643
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.76,0.0,0.0,0.0,0.0,0.0,0.0,62.24,0.0,0.0,1.7530000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.06,0.0,0.0,0.0,0.0,0.0,0.0,67.94,0.0,0.0,1.8019999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.85,0.0,0.0,0.0,0.0,0.0,0.0,76.15,0.0,0.0,1.896
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.57,0.0,0.0,0.0,0.0,0.0,0.0,80.43,0.0,0.0,1.946
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.87,0.0,0.0,0.0,0.0,0.0,0.0,83.13,0.0,0.0,1.9869999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.12,0.0,0.0,0.0,0.0,0.0,0.0,84.88,0.0,0.0,2.017
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,86.5,0.0,0.0,2.0469999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.69,0.0,0.0,0.0,0.0,0.0,0.0,87.31,0.0,0.0,2.063
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12,0.0,0.0,0.0,0.0,0.0,0.0,87.88,0.0,0.0,2.0769999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42,0.0,0.0,0.0,0.0,0.0,0.0,90.58,0.0,0.0,2.1340001
0.0,53.7,0.0,0.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6390001
0.0,56.5,0.0,0.0,0.0,0.0,0.0,0.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.646
0.0,58.5,0.0,0.0,0.0,0.0,0.0,0.0,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.653
0.0,60.7,0.0,0.0,0.0,0.0,0.0,0.0,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.661
0.0,62.3,0.0,0.0,0.0,0.0,0.0,0.0,37.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6640000000000001
0.0,63.2,0.0,0.0,0.0,0.0,0.0,0.0,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6670001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,0.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5430000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,0.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.558
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.6,0.0,43.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.581
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2,0.0,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.595
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.1,0.0,53.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6230000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,0.0,59.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6380000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.07,0.0,34.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.557
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.36,0.0,36.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5619999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.19,0.0,41.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.581
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.06,0.0,41.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5819999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.13,0.0,46.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.601
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.65,0.0,51.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.617
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.53,0.0,51.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.617
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.63,0.0,52.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.41,0.0,53.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6230000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.92,0.0,56.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.631
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6,0.0,56.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.633
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.02,0.0,59.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.642
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.92,0.0,60.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.642
0.0,0.0,0.0,0.0,30.25,0.0,0.0,0.0,69.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6019999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.06,0.0,0.0,0.0,38.94,0.0,0.0,0.0,0.0,0.0,1.594
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.51,0.0,0.0,0.0,44.49,0.0,0.0,0.0,0.0,0.0,1.609
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.49,0.0,35.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5659999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.67,0.0,42.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.589
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.44,0.0,48.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.75,0.0,54.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.626
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.88,0.0,0.0,0.0,27.12,0.0,0.0,0.0,0.0,0.0,1.5519999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.43,0.0,0.0,0.0,29.57,0.0,0.0,0.0,0.0,0.0,1.558
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.03,0.0,0.0,0.0,31.97,0.0,0.0,0.0,0.0,0.0,1.5659999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.66,0.0,0.0,0.0,34.34,0.0,0.0,0.0,0.0,0.0,1.5759999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.34,0.0,0.0,0.0,36.66,0.0,0.0,0.0,0.0,0.0,1.584
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.06,0.0,0.0,0.0,38.94,0.0,0.0,0.0,0.0,0.0,1.5930001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.81,0.0,0.0,0.0,41.19,0.0,0.0,0.0,0.0,0.0,1.599
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.7,0.0,0.0,0.0,42.3,0.0,0.0,0.0,0.0,0.0,1.6030000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.6,0.0,0.0,0.0,43.4,0.0,0.0,0.0,0.0,0.0,1.605
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.01,0.0,27.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.546
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.49,0.0,35.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5630000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.67,0.0,42.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5829999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.44,0.0,48.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6019999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.53,0.0,51.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6109999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.75,0.0,54.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.52,0.0,59.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.636
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4630001
0.0,54.8,0.0,0.0,0.0,0.0,0.0,0.0,45.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6480000000000001
0.0,64.4,0.0,0.0,0.0,0.0,0.0,0.0,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6799999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.2,0.0,0.0,0.0,0.0,0.0,0.0,43.8,0.0,0.0,1.632
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,65.5,0.0,0.0,1.771
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,1.893
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,84.5,0.0,0.0,2.0039999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,88.5,0.0,0.0,2.063
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,89.2,0.0,0.0,2.0840001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,90.6,0.0,0.0,2.1199999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,91.4,0.0,0.0,2.1440001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,91.3,0.0,0.0,2.1429999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,92.8,0.0,0.0,2.175
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,93.5,0.0,0.0,2.207
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,94.8,0.0,0.0,2.2490001
0.0,0.0,0.0,14.4,4.9,0.0,0.0,0.0,37.8,0.0,0.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,1.743
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.5,0.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.561
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.92,0.0,40.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5730000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.38,0.0,43.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5859999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.25,0.0,46.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.598
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,0.0,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.52,0.0,52.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.619
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.88,0.0,55.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6280000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.94,0.0,58.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.635
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.52,0.0,59.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6390001
0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.652
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.4579999
2.0,9.44,0.0,0.0,9.86,0.0,0.0,2.09,1.35,0.0,0.0,0.0,0.0,65.18,3.51,0.0,0.0,6.57,1.5230000000000001
2.1,7.63,0.0,0.0,7.84,0.0,0.0,2.39,1.66,0.0,0.0,0.0,0.0,66.28,4.37,0.0,0.0,7.73,1.525
2.48,6.71,0.0,0.0,6.93,0.0,0.0,2.72,1.92,0.0,0.0,0.0,0.0,66.89,4.5,0.0,0.0,7.84,1.525
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.4579999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,12.93,0.0,0.0,0.0,0.0,80.66,3.81,0.0,0.0,0.4,1.474
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.4579999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.4579999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.4579999
0.18,0.0,5.27,1.24,0.0,0.0,0.0,4.22,4.59,0.0,0.0,3.06,0.0,28.82,0.0,52.33,0.0,0.0,1.7539999
0.43,0.0,4.94,1.32,0.0,0.0,0.0,4.22,4.6,0.0,0.0,3.15,0.0,31.61,0.3,49.21,0.0,0.0,1.735
0.88,0.0,4.35,1.32,0.0,0.0,0.0,4.22,4.6,0.0,0.0,3.15,0.0,36.71,0.83,43.71,0.0,0.0,1.6909999999999998
1.21,0.0,3.91,1.31,0.0,0.0,0.0,4.22,4.6,0.0,0.0,3.14,0.0,40.54,1.21,39.63,0.0,0.0,1.6640000000000001
0.88,0.0,4.35,1.32,0.0,0.0,0.0,6.23,2.6,0.0,0.0,3.16,0.0,36.71,0.83,43.71,0.0,0.0,1.693
0.18,0.0,5.27,1.24,0.0,0.0,0.0,4.22,4.59,0.0,0.0,3.06,0.0,28.82,0.0,52.33,0.0,0.0,1.7480000000000002
0.79,0.0,4.46,1.32,0.0,0.0,0.0,5.15,3.67,0.0,0.0,3.16,0.0,35.79,0.73,44.69,0.0,0.0,1.694
1.04,0.0,4.13,1.32,0.0,0.0,0.0,6.22,2.6,0.0,0.0,3.16,0.0,38.5,1.02,41.8,0.0,0.0,1.675
3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.7,10.57,0.61,0.0,0.0,0.0,22.91,1.76,45.82,0.0,14.1,1.67
3.59,0.0,0.0,0.0,0.0,0.0,0.0,0.72,21.07,0.63,0.0,0.0,0.0,23.32,1.8,46.64,0.0,2.24,1.676
3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.72,16.07,0.62,0.0,0.0,0.0,23.22,1.79,46.42,0.0,7.59,1.673
3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.72,13.39,0.61,0.0,0.0,0.0,23.21,1.79,46.43,0.0,10.27,1.669
3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.6,12.34,0.5,0.0,0.0,0.0,20.9,1.49,59.2,0.0,1.89,1.743
3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,13.2,0.0,0.0,0.0,0.0,21.0,1.5,58.5,0.0,1.9,1.7380000000000002
2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.57,10.26,0.47,0.0,0.0,0.0,24.5,1.42,58.41,0.0,1.8,1.733
