Li2O,TiO2,ZrO2,SrO,Na2O,ZnO,Nb2O5,Nb2O3,Al2O3,Sb2O3,Y2O3,B2O3,BaO,La2O3,SiO2,K2O,CaO,PbO,RI
6.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13,0.0,0.0,54.16,0.0,0.0,0.0,1.513
7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.57,0.0,0.0,57.31,0.0,0.0,0.0,1.508
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.04,0.0,0.0,58.66,0.0,0.0,0.0,1.513
7.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.04,0.0,0.0,62.22,0.0,0.0,0.0,1.512
8.679999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.46,0.0,0.0,69.85,0.0,0.0,0.0,1.507
9.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.52,0.0,0.0,72.47,0.0,0.0,0.0,1.507
9.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.69,0.0,0.0,73.23,0.0,0.0,0.0,1.508
9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.42,0.0,0.0,78.76999999999998,0.0,0.0,0.0,1.505
10.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.97,0.0,0.0,81.87999999999998,0.0,0.0,0.0,1.505
10.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35,0.0,0.0,83.29999999999998,0.0,0.0,0.0,1.505
10.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96,0.0,0.0,85.40999999999998,0.0,0.0,0.0,1.504
12.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.36,0.0,0.0,50.19,0.0,0.0,0.0,1.544
13.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.56,0.0,0.0,52.39,0.0,0.0,0.0,1.546
13.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.95,0.0,0.0,56.1,0.0,0.0,0.0,1.547
14.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.82,0.0,0.0,59.39,0.0,0.0,0.0,1.547
15.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.65,0.0,0.0,61.12,0.0,0.0,0.0,1.546
15.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.95,0.0,0.0,63.3,0.0,0.0,0.0,1.545
15.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.71,0.0,0.0,64.32,0.0,0.0,0.0,1.548
17.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.39,0.0,0.0,69.36,0.0,0.0,0.0,1.546
18.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.83,0.0,0.0,74.59999999999998,0.0,0.0,0.0,1.542
6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.71,0.0,0.0,0.0,0.0,0.0,73.22,0.0,0.0,0.0,1.509
8.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.45,0.0,0.0,0.0,0.0,0.0,64.51,0.0,0.0,0.0,1.516
10.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.51,0.0,0.0,0.0,0.0,0.0,72.23,0.0,0.0,0.0,1.516
9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.35,0.0,0.0,0.0,0.0,0.0,64.74,0.0,0.0,0.0,1.519
9.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.67,0.0,0.0,0.0,0.0,0.0,57.76,0.0,0.0,0.0,1.525
12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,61.3,0.0,0.0,0.0,1.535
12.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.48,0.0,0.0,0.0,0.0,0.0,54.26,0.0,0.0,0.0,1.538
11.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.46,0.0,0.0,0.0,0.0,0.0,47.69,0.0,0.0,0.0,1.543
14.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.38,0.0,0.0,0.0,0.0,0.0,59.74,0.0,0.0,0.0,1.54
16.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.95,0.0,0.0,0.0,0.0,0.0,66.51,0.0,0.0,0.0,1.538
18.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.32,0.0,0.0,0.0,0.0,0.0,72.65,0.0,0.0,0.0,1.536
19.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,0.0,0.0,0.0,0.0,0.0,77.51999999999998,0.0,0.0,0.0,1.533
0.0,0.0,0.0,0.0,5.03,0.0,0.0,0.0,0.0,0.0,0.0,16.95,0.0,0.0,78.01999999999998,0.0,0.0,0.0,1.473
0.0,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0,0.0,0.0,22.42,0.0,0.0,72.58,0.0,0.0,0.0,1.471
0.0,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,0.0,0.0,23.62,0.0,0.0,71.40000000000002,0.0,0.0,0.0,1.47
0.0,0.0,0.0,0.0,4.95,0.0,0.0,0.0,0.0,0.0,0.0,27.82,0.0,0.0,67.23,0.0,0.0,0.0,1.47
0.0,0.0,0.0,0.0,4.93,0.0,0.0,0.0,0.0,0.0,0.0,31.33,0.0,0.0,63.74,0.0,0.0,0.0,1.47
0.0,0.0,0.0,0.0,4.91,0.0,0.0,0.0,0.0,0.0,0.0,33.13,0.0,0.0,61.95,0.0,0.0,0.0,1.471
0.0,0.0,0.0,0.0,7.54,0.0,0.0,0.0,0.0,0.0,0.0,16.94,0.0,0.0,75.51999999999998,0.0,0.0,0.0,1.485
0.0,0.0,0.0,0.0,8.32,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,72.87999999999998,0.0,0.0,0.0,1.488
0.0,0.0,0.0,0.0,8.929999999999998,0.0,0.0,0.0,0.0,0.0,0.0,9.91,0.0,0.0,81.15,0.0,0.0,0.0,1.493
0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,5.73,0.0,0.0,84.06999999999998,0.0,0.0,0.0,1.487
0.0,0.0,0.0,0.0,10.17,0.0,0.0,0.0,0.0,0.0,0.0,7.66,0.0,0.0,82.17,0.0,0.0,0.0,1.493
0.0,0.0,0.0,0.0,10.15,0.0,0.0,0.0,0.0,0.0,0.0,9.46,0.0,0.0,80.39,0.0,0.0,0.0,1.496
0.0,0.0,0.0,0.0,10.12,0.0,0.0,0.0,0.0,0.0,0.0,11.37,0.0,0.0,78.51,0.0,0.0,0.0,1.498
0.0,0.0,0.0,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,14.16,0.0,0.0,75.76,0.0,0.0,0.0,1.499
0.0,0.0,0.0,0.0,10.04,0.0,0.0,0.0,0.0,0.0,0.0,16.92,0.0,0.0,73.03,0.0,0.0,0.0,1.498
0.0,0.0,0.0,0.0,9.97,0.0,0.0,0.0,0.0,0.0,0.0,22.39,0.0,0.0,67.64,0.0,0.0,0.0,1.494
0.0,0.0,0.0,0.0,9.920000000000002,0.0,0.0,0.0,0.0,0.0,0.0,25.95,0.0,0.0,64.13,0.0,0.0,0.0,1.492
0.0,0.0,0.0,0.0,9.89,0.0,0.0,0.0,0.0,0.0,0.0,27.78,0.0,0.0,62.33,0.0,0.0,0.0,1.49
0.0,0.0,0.0,0.0,9.85,0.0,0.0,0.0,0.0,0.0,0.0,30.44,0.0,0.0,59.71,0.0,0.0,0.0,1.489
0.0,0.0,0.0,0.0,9.82,0.0,0.0,0.0,0.0,0.0,0.0,33.08,0.0,0.0,57.1,0.0,0.0,0.0,1.488
0.0,0.0,0.0,0.0,9.77,0.0,0.0,0.0,0.0,0.0,0.0,36.54,0.0,0.0,53.69,0.0,0.0,0.0,1.485
0.0,0.0,0.0,0.0,9.53,0.0,0.0,0.0,0.0,0.0,0.0,53.52,0.0,0.0,36.95,0.0,0.0,0.0,1.484
0.0,0.0,0.0,0.0,11.41,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,0.0,75.87999999999998,0.0,0.0,0.0,1.504
0.0,0.0,0.0,0.0,12.18,0.0,0.0,0.0,0.0,0.0,0.0,9.12,0.0,0.0,78.7,0.0,0.0,0.0,1.5
0.0,0.0,0.0,0.0,12.04,0.0,0.0,0.0,0.0,0.0,0.0,16.91,0.0,0.0,71.04000000000002,0.0,0.0,0.0,1.508
0.0,0.0,0.0,0.0,12.44,0.0,0.0,0.0,0.0,0.0,0.0,11.58,0.0,0.0,75.98,0.0,0.0,0.0,1.506
0.0,0.0,0.0,0.0,12.29,0.0,0.0,0.0,0.0,0.0,0.0,19.87,0.0,0.0,67.83,0.0,0.0,0.0,1.509
0.0,0.0,0.0,0.0,12.59,0.0,0.0,0.0,0.0,0.0,0.0,14.15,0.0,0.0,73.26,0.0,0.0,0.0,1.509
0.0,0.0,0.0,0.0,12.35,0.0,0.0,0.0,0.0,0.0,0.0,27.75,0.0,0.0,59.89,0.0,0.0,0.0,1.504
0.0,0.0,0.0,0.0,12.86,0.0,0.0,0.0,0.0,0.0,0.0,21.72,0.0,0.0,65.42,0.0,0.0,0.0,1.511
0.0,0.0,0.0,0.0,13.08,0.0,0.0,0.0,0.0,0.0,0.0,14.7,0.0,0.0,72.20999999999998,0.0,0.0,0.0,1.51
0.0,0.0,0.0,0.0,13.24,0.0,0.0,0.0,0.0,0.0,0.0,22.37,0.0,0.0,64.39,0.0,0.0,0.0,1.512
0.0,0.0,0.0,0.0,12.98,0.0,0.0,0.0,0.0,0.0,0.0,36.5,0.0,0.0,50.52,0.0,0.0,0.0,1.501
0.0,0.0,0.0,0.0,14.22,0.0,0.0,0.0,0.0,0.0,0.0,7.99,0.0,0.0,77.79,0.0,0.0,0.0,1.501
0.0,0.0,0.0,0.0,13.91,0.0,0.0,0.0,0.0,0.0,0.0,23.45,0.0,0.0,62.64,0.0,0.0,0.0,1.514
0.0,0.0,0.0,0.0,13.73,0.0,0.0,0.0,0.0,0.0,0.0,33.04,0.0,0.0,53.23,0.0,0.0,0.0,1.504
0.0,0.0,0.0,0.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,4.13,0.0,0.0,81.06999999999998,0.0,0.0,0.0,1.493
0.0,0.0,0.0,0.0,15.28,0.0,0.0,0.0,0.0,0.0,0.0,5.72,0.0,0.0,79.0,0.0,0.0,0.0,1.498
0.0,0.0,0.0,0.0,15.22,0.0,0.0,0.0,0.0,0.0,0.0,8.55,0.0,0.0,76.23,0.0,0.0,0.0,1.505
0.0,0.0,0.0,0.0,15.16,0.0,0.0,0.0,0.0,0.0,0.0,11.35,0.0,0.0,73.48999999999998,0.0,0.0,0.0,1.509
0.0,0.0,0.0,0.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,14.13,0.0,0.0,70.76000000000002,0.0,0.0,0.0,1.514
0.0,0.0,0.0,0.0,15.04,0.0,0.0,0.0,0.0,0.0,0.0,16.9,0.0,0.0,68.06,0.0,0.0,0.0,1.516
0.0,0.0,0.0,0.0,14.97,0.0,0.0,0.0,0.0,0.0,0.0,20.51,0.0,0.0,64.52,0.0,0.0,0.0,1.517
0.0,0.0,0.0,0.0,14.96,0.0,0.0,0.0,0.0,0.0,0.0,20.94,0.0,0.0,64.1,0.0,0.0,0.0,1.517
0.0,0.0,0.0,0.0,14.93,0.0,0.0,0.0,0.0,0.0,0.0,22.36,0.0,0.0,62.71,0.0,0.0,0.0,1.517
0.0,0.0,0.0,0.0,14.81,0.0,0.0,0.0,0.0,0.0,0.0,27.73,0.0,0.0,57.45,0.0,0.0,0.0,1.516
0.0,0.0,0.0,0.0,14.76,0.0,0.0,0.0,0.0,0.0,0.0,30.39,0.0,0.0,54.85,0.0,0.0,0.0,1.514
0.0,0.0,0.0,0.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,33.03,0.0,0.0,52.27,0.0,0.0,0.0,1.513
0.0,0.0,0.0,0.0,14.48,0.0,0.0,0.0,0.0,0.0,0.0,43.39,0.0,0.0,42.13,0.0,0.0,0.0,1.505
0.0,0.0,0.0,0.0,15.25,0.0,0.0,0.0,0.0,0.0,0.0,25.7,0.0,0.0,59.05,0.0,0.0,0.0,1.518
0.0,0.0,0.0,0.0,11.95,0.0,0.0,0.0,0.0,0.0,0.0,22.38,0.0,0.0,65.67,0.0,0.0,0.0,1.505
0.0,0.0,0.0,0.0,16.28,0.0,0.0,0.0,0.0,0.0,0.0,36.46,0.0,0.0,47.26,0.0,0.0,0.0,1.517
0.0,0.0,0.0,0.0,17.04,0.0,0.0,0.0,0.0,0.0,0.0,16.89,0.0,0.0,66.07,0.0,0.0,0.0,1.519
0.0,0.0,0.0,0.0,17.16,0.0,0.0,0.0,0.0,0.0,0.0,16.11,0.0,0.0,66.73,0.0,0.0,0.0,1.519
0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,14.12,0.0,0.0,68.27,0.0,0.0,0.0,1.517
0.0,0.0,0.0,0.0,17.47,0.0,0.0,0.0,0.0,0.0,0.0,19.62,0.0,0.0,62.91,0.0,0.0,0.0,1.522
0.0,0.0,0.0,0.0,17.14,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,49.85,0.0,0.0,0.0,1.521
0.0,0.0,0.0,0.0,17.64,0.0,0.0,0.0,0.0,0.0,0.0,24.71,0.0,0.0,57.65,0.0,0.0,0.0,1.523
0.0,0.0,0.0,0.0,18.17,0.0,0.0,0.0,0.0,0.0,0.0,11.34,0.0,0.0,70.48,0.0,0.0,0.0,1.513
0.0,0.0,0.0,0.0,18.12,0.0,0.0,0.0,0.0,0.0,0.0,13.57,0.0,0.0,68.31,0.0,0.0,0.0,1.517
0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,22.34,0.0,0.0,59.76,0.0,0.0,0.0,1.523
0.0,0.0,0.0,0.0,18.010000000000005,0.0,0.0,0.0,0.0,0.0,0.0,29.51,0.0,0.0,52.47,0.0,0.0,0.0,1.524
0.0,0.0,0.0,0.0,20.54,0.0,0.0,0.0,0.0,0.0,0.0,6.07,0.0,0.0,73.37999999999998,0.0,0.0,0.0,1.504
0.0,0.0,0.0,0.0,18.91,0.0,0.0,0.0,0.0,0.0,0.0,21.25,0.0,0.0,59.84,0.0,0.0,0.0,1.524
0.0,0.0,0.0,0.0,18.78,0.0,0.0,0.0,0.0,0.0,0.0,26.42,0.0,0.0,54.8,0.0,0.0,0.0,1.525
0.0,0.0,0.0,0.0,19.79,0.0,0.0,0.0,0.0,0.0,0.0,3.55,0.0,0.0,76.65,0.0,0.0,0.0,1.499
0.0,0.0,0.0,0.0,20.34,0.0,0.0,0.0,0.0,0.0,0.0,5.71,0.0,0.0,73.95,0.0,0.0,0.0,1.505
0.0,0.0,0.0,0.0,20.18,0.0,0.0,0.0,0.0,0.0,0.0,11.33,0.0,0.0,68.48,0.0,0.0,0.0,1.515
0.0,0.0,0.0,0.0,20.08,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,64.92,0.0,0.0,0.0,1.52
0.0,0.0,0.0,0.0,20.03,0.0,0.0,0.0,0.0,0.0,0.0,16.87,0.0,0.0,63.1,0.0,0.0,0.0,1.522
0.0,0.0,0.0,0.0,19.97,0.0,0.0,0.0,0.0,0.0,0.0,18.73,0.0,0.0,61.29,0.0,0.0,0.0,1.523
0.0,0.0,0.0,0.0,19.94,0.0,0.0,0.0,0.0,0.0,0.0,19.93,0.0,0.0,60.12,0.0,0.0,0.0,1.524
0.0,0.0,0.0,0.0,19.87,0.0,0.0,0.0,0.0,0.0,0.0,22.32,0.0,0.0,57.8,0.0,0.0,0.0,1.525
0.0,0.0,0.0,0.0,19.72,0.0,0.0,0.0,0.0,0.0,0.0,27.69,0.0,0.0,52.58,0.0,0.0,0.0,1.526
0.0,0.0,0.0,0.0,19.57,0.0,0.0,0.0,0.0,0.0,0.0,32.98,0.0,0.0,47.44,0.0,0.0,0.0,1.525
0.0,0.0,0.0,0.0,19.28,0.0,0.0,0.0,0.0,0.0,0.0,43.32,0.0,0.0,37.39,0.0,0.0,0.0,1.521
0.0,0.0,0.0,0.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,21.24,0.0,0.0,58.66,0.0,0.0,0.0,1.525
0.0,0.0,0.0,0.0,20.83,0.0,0.0,0.0,0.0,0.0,0.0,23.4,0.0,0.0,55.77,0.0,0.0,0.0,1.526
0.0,0.0,0.0,0.0,21.77,0.0,0.0,0.0,0.0,0.0,0.0,14.99,0.0,0.0,63.23,0.0,0.0,0.0,1.521
0.0,0.0,0.0,0.0,21.78,0.0,0.0,0.0,0.0,0.0,0.0,24.47,0.0,0.0,53.75,0.0,0.0,0.0,1.527
0.0,0.0,0.0,0.0,22.35,0.0,0.0,0.0,0.0,0.0,0.0,12.55,0.0,0.0,65.1,0.0,0.0,0.0,1.518
0.0,0.0,0.0,0.0,15.92,0.0,0.0,0.0,0.0,0.0,0.0,22.35,0.0,0.0,61.73,0.0,0.0,0.0,1.52
0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,16.3,0.0,0.0,66.2,0.0,0.0,0.0,1.52
0.0,0.0,0.0,0.0,16.91,0.0,0.0,0.0,0.0,0.0,0.0,9.44,0.0,0.0,73.64,0.0,0.0,0.0,1.509
0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,18.64,0.0,0.0,64.66,0.0,0.0,0.0,1.52
0.0,0.0,0.0,0.0,21.61,0.0,0.0,0.0,0.0,0.0,0.0,36.4,0.0,0.0,41.99,0.0,0.0,0.0,1.528
0.0,0.0,0.0,0.0,22.69,0.0,0.0,0.0,0.0,0.0,0.0,11.33,0.0,0.0,65.99,0.0,0.0,0.0,1.517
0.0,0.0,0.0,0.0,22.51,0.0,0.0,0.0,0.0,0.0,0.0,16.86,0.0,0.0,60.63,0.0,0.0,0.0,1.522
0.0,0.0,0.0,0.0,22.34,0.0,0.0,0.0,0.0,0.0,0.0,22.31,0.0,0.0,55.35,0.0,0.0,0.0,1.526
0.0,0.0,0.0,0.0,22.26,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,52.74,0.0,0.0,0.0,1.527
0.0,0.0,0.0,0.0,22.17,0.0,0.0,0.0,0.0,0.0,0.0,27.67,0.0,0.0,50.16,0.0,0.0,0.0,1.528
0.0,0.0,0.0,0.0,22.84,0.0,0.0,0.0,0.0,0.0,0.0,19.15,0.0,0.0,58.01,0.0,0.0,0.0,1.524
0.0,0.0,0.0,0.0,22.73,0.0,0.0,0.0,0.0,0.0,0.0,25.53,0.0,0.0,51.74,0.0,0.0,0.0,1.528
0.0,0.0,0.0,0.0,23.43,0.0,0.0,0.0,0.0,0.0,0.0,13.21,0.0,0.0,63.36,0.0,0.0,0.0,1.519
0.0,0.0,0.0,0.0,23.67,0.0,0.0,0.0,0.0,0.0,0.0,26.59,0.0,0.0,49.73,0.0,0.0,0.0,1.528
0.0,0.0,0.0,0.0,23.74,0.0,0.0,0.0,0.0,0.0,0.0,30.31,0.0,0.0,45.95,0.0,0.0,0.0,1.529
0.0,0.0,0.0,0.0,25.38,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,68.91,0.0,0.0,0.0,1.509
0.0,0.0,0.0,0.0,25.25,0.0,0.0,0.0,0.0,0.0,0.0,9.420000000000002,0.0,0.0,65.33,0.0,0.0,0.0,1.515
0.0,0.0,0.0,0.0,25.19,0.0,0.0,0.0,0.0,0.0,0.0,11.32,0.0,0.0,63.49,0.0,0.0,0.0,1.517
0.0,0.0,0.0,0.0,25.09,0.0,0.0,0.0,0.0,0.0,0.0,14.09,0.0,0.0,60.82,0.0,0.0,0.0,1.52
0.0,0.0,0.0,0.0,24.99,0.0,0.0,0.0,0.0,0.0,0.0,16.84,0.0,0.0,58.16,0.0,0.0,0.0,1.523
0.0,0.0,0.0,0.0,24.93,0.0,0.0,0.0,0.0,0.0,0.0,18.71,0.0,0.0,56.36,0.0,0.0,0.0,1.525
0.0,0.0,0.0,0.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0,22.29,0.0,0.0,52.9,0.0,0.0,0.0,1.527
0.0,0.0,0.0,0.0,24.77,0.0,0.0,0.0,0.0,0.0,0.0,23.15,0.0,0.0,52.07,0.0,0.0,0.0,1.527
0.0,0.0,0.0,0.0,24.62,0.0,0.0,0.0,0.0,0.0,0.0,27.65,0.0,0.0,47.73,0.0,0.0,0.0,1.529
0.0,0.0,0.0,0.0,24.52,0.0,0.0,0.0,0.0,0.0,0.0,30.3,0.0,0.0,45.17,0.0,0.0,0.0,1.529
0.0,0.0,0.0,0.0,24.43,0.0,0.0,0.0,0.0,0.0,0.0,32.93,0.0,0.0,42.64,0.0,0.0,0.0,1.529
0.0,0.0,0.0,0.0,24.31,0.0,0.0,0.0,0.0,0.0,0.0,36.37,0.0,0.0,39.31,0.0,0.0,0.0,1.53
0.0,0.0,0.0,0.0,24.16,0.0,0.0,0.0,0.0,0.0,0.0,40.71,0.0,0.0,35.13,0.0,0.0,0.0,1.529
0.0,0.0,0.0,0.0,26.75,0.0,0.0,0.0,0.0,0.0,0.0,14.97,0.0,0.0,58.28,0.0,0.0,0.0,1.521
0.0,0.0,0.0,0.0,27.06,0.0,0.0,0.0,0.0,0.0,0.0,27.63,0.0,0.0,45.31,0.0,0.0,0.0,1.528
0.0,0.0,0.0,0.0,26.96,0.0,0.0,0.0,0.0,0.0,0.0,30.28,0.0,0.0,42.76,0.0,0.0,0.0,1.529
0.0,0.0,0.0,0.0,27.93,0.0,0.0,0.0,0.0,0.0,0.0,17.920000000000005,0.0,0.0,54.15,0.0,0.0,0.0,1.523
0.0,0.0,0.0,0.0,28.71,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,65.59,0.0,0.0,0.0,1.51
0.0,0.0,0.0,0.0,30.41,0.0,0.0,0.0,0.0,0.0,0.0,5.69,0.0,0.0,63.89,0.0,0.0,0.0,1.512
0.0,0.0,0.0,0.0,30.18,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.0,0.0,58.52,0.0,0.0,0.0,1.517
0.0,0.0,0.0,0.0,29.95,0.0,0.0,0.0,0.0,0.0,0.0,16.82,0.0,0.0,53.23,0.0,0.0,0.0,1.522
0.0,0.0,0.0,0.0,29.92,0.0,0.0,0.0,0.0,0.0,0.0,17.37,0.0,0.0,52.71,0.0,0.0,0.0,1.522
0.0,0.0,0.0,0.0,29.72,0.0,0.0,0.0,0.0,0.0,0.0,22.25,0.0,0.0,48.02,0.0,0.0,0.0,1.526
0.0,0.0,0.0,0.0,29.49,0.0,0.0,0.0,0.0,0.0,0.0,27.61,0.0,0.0,42.89,0.0,0.0,0.0,1.528
0.0,0.0,0.0,0.0,29.38,0.0,0.0,0.0,0.0,0.0,0.0,30.26,0.0,0.0,40.36,0.0,0.0,0.0,1.527
0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,0.0,32.91,0.0,0.0,40.24,0.0,0.0,0.0,1.529
0.0,0.0,0.0,0.0,29.27,0.0,0.0,0.0,0.0,0.0,0.0,32.88,0.0,0.0,37.84,0.0,0.0,0.0,1.528
0.0,0.0,0.0,0.0,29.13,0.0,0.0,0.0,0.0,0.0,0.0,36.32,0.0,0.0,34.55,0.0,0.0,0.0,1.528
0.0,0.0,0.0,0.0,28.95,0.0,0.0,0.0,0.0,0.0,0.0,40.65,0.0,0.0,30.4,0.0,0.0,0.0,1.528
0.0,0.0,0.0,0.0,32.12,0.0,0.0,0.0,0.0,0.0,0.0,5.69,0.0,0.0,62.19,0.0,0.0,0.0,1.512
0.0,0.0,0.0,0.0,32.3,0.0,0.0,0.0,0.0,0.0,0.0,36.28,0.0,0.0,31.41,0.0,0.0,0.0,1.526
0.0,0.0,0.0,0.0,35.07,0.0,0.0,0.0,0.0,0.0,0.0,32.82,0.0,0.0,32.11,0.0,0.0,0.0,1.523
0.0,0.0,0.0,0.0,36.79,0.0,0.0,0.0,0.0,0.0,0.0,27.55,0.0,0.0,35.66,0.0,0.0,0.0,1.521
0.0,0.0,0.0,0.0,39.91,0.0,0.0,0.0,0.0,0.0,0.0,14.91,0.0,0.0,45.18,0.0,0.0,0.0,1.516
0.0,0.0,0.0,0.0,39.51,0.0,0.0,0.0,0.0,0.0,0.0,22.19,0.0,0.0,38.3,0.0,0.0,0.0,1.518
0.0,0.0,0.0,0.0,21.36,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,77.70999999999998,0.0,0.0,0.0,1.493
0.0,0.0,0.0,0.0,21.54,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,75.61,0.0,0.0,0.0,1.495
0.0,0.0,0.0,0.0,19.7,0.0,0.0,0.0,4.82,0.0,0.0,0.0,0.0,0.0,75.48,0.0,0.0,0.0,1.494
0.0,0.0,0.0,0.0,19.67,0.0,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,75.20999999999998,0.0,0.0,0.0,1.493
0.0,0.0,0.0,0.0,23.02,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,74.98,0.0,0.0,0.0,1.495
0.0,0.0,0.0,0.0,23.98,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,74.95,0.0,0.0,0.0,1.496
0.0,0.0,0.0,0.0,22.12,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,74.87999999999998,0.0,0.0,0.0,1.496
0.0,0.0,0.0,0.0,24.27,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,74.75,0.0,0.0,0.0,1.497
0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,4.69,0.0,0.0,0.0,0.0,0.0,73.81,0.0,0.0,0.0,1.496
0.0,0.0,0.0,0.0,25.87,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,73.15,0.0,0.0,0.0,1.498
0.0,0.0,0.0,0.0,19.6,0.0,0.0,0.0,9.32,0.0,0.0,0.0,0.0,0.0,71.08,0.0,0.0,0.0,1.497
0.0,0.0,0.0,0.0,22.63,0.0,0.0,0.0,6.49,0.0,0.0,0.0,0.0,0.0,70.88,0.0,0.0,0.0,1.499
0.0,0.0,0.0,0.0,26.31,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,70.84,0.0,0.0,0.0,1.501
0.0,0.0,0.0,0.0,24.45,0.0,0.0,0.0,4.92,0.0,0.0,0.0,0.0,0.0,70.63,0.0,0.0,0.0,1.5
0.0,0.0,0.0,0.0,24.84,0.0,0.0,0.0,4.86,0.0,0.0,0.0,0.0,0.0,70.3,0.0,0.0,0.0,1.5
0.0,0.0,0.0,0.0,27.86,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,70.11,0.0,0.0,0.0,1.502
0.0,0.0,0.0,0.0,29.04,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,69.99,0.0,0.0,0.0,1.502
0.0,0.0,0.0,0.0,25.45,0.0,0.0,0.0,5.77,0.0,0.0,0.0,0.0,0.0,68.78,0.0,0.0,0.0,1.501
